NAME	TITLE	SCORE	
ENSG00000235082		6.160164	
ENSG00000214975		6.055196	
ENSG00000236801		5.856647	
ENSG00000229097		4.9097586	
ENSG00000090889		3.3192775	
ENSG00000005189		3.2756543	
ENSG00000144554		3.2725925	
ENSG00000171241		3.2716048	
ENSG00000129173		3.2274406	
ENSG00000166803		3.2148182	
ENSG00000167900		3.1893802	
ENSG00000224905		3.1559923	
ENSG00000203760		3.1556518	
ENSG00000171848		3.1197367	
ENSG00000142945		3.1023176	
ENSG00000179967		3.0994363	
ENSG00000179750		3.0745692	
ENSG00000127423		3.0686371	
ENSG00000143228		3.0514936	
ENSG00000051180		3.0504081	
ENSG00000144395		3.0198896	
ENSG00000146670		3.0166063	
ENSG00000146410		3.002705	
ENSG00000198901		2.9865415	
ENSG00000171320		2.9815106	
ENSG00000139734		2.979305	
ENSG00000072571		2.943254	
ENSG00000161888		2.9145074	
ENSG00000101057		2.9138846	
ENSG00000080986		2.893261	
ENSG00000184357		2.8820822	
ENSG00000071539		2.833749	
ENSG00000117724		2.8127267	
ENSG00000109805		2.8094594	
ENSG00000182010		2.7796514	
ENSG00000170312		2.7569206	
ENSG00000137804		2.74858	
ENSG00000121152		2.7474926	
ENSG00000186871		2.7452195	
ENSG00000140525		2.7380736	
ENSG00000091651		2.7277157	
ENSG00000112742		2.7075307	
ENSG00000126787		2.6982186	
ENSG00000111247		2.6938257	
ENSG00000138658		2.6909347	
ENSG00000168078		2.68382	
ENSG00000154920		2.681168	
ENSG00000137807		2.677107	
ENSG00000165304		2.6517944	
ENSG00000156970		2.6459754	
ENSG00000088325		2.6450908	
ENSG00000125740		2.62533	
ENSG00000175063		2.6245835	
ENSG00000164109		2.618118	
ENSG00000123485		2.6133294	
ENSG00000165480		2.6045566	
ENSG00000137812		2.5996208	
ENSG00000164611		2.5990047	
ENSG00000174371		2.5931592	
ENSG00000185641		2.585443	
ENSG00000169607		2.5719113	
ENSG00000100162		2.569918	
ENSG00000238000		2.5605881	
ENSG00000075218		2.5604172	
ENSG00000131747		2.5515192	
ENSG00000138182		2.550894	
ENSG00000213763		2.5411878	
ENSG00000142731		2.5228002	
ENSG00000138180		2.5206547	
ENSG00000129195		2.518265	
ENSG00000177602		2.5180218	
ENSG00000225159		2.4977732	
ENSG00000157456		2.4937901	
ENSG00000267751		2.4861343	
ENSG00000186185		2.4846363	
ENSG00000109674		2.475224	
ENSG00000013810		2.471737	
ENSG00000129810		2.4551404	
ENSG00000158402		2.4451518	
ENSG00000148773		2.443371	
ENSG00000135451		2.4395761	
ENSG00000066279		2.4312694	
ENSG00000111206		2.4200513	
ENSG00000122966		2.4185114	
ENSG00000102384		2.4168735	
ENSG00000121621		2.3881004	
ENSG00000118193		2.3846896	
ENSG00000105011		2.364331	
ENSG00000138160		2.3585021	
ENSG00000089685		2.3500004	
ENSG00000065328		2.3491766	
ENSG00000183763		2.3460357	
ENSG00000178999		2.3410785	
ENSG00000068489		2.3382	
ENSG00000136492		2.3372164	
ENSG00000117399		2.3205538	
ENSG00000169679		2.299551	
ENSG00000117650		2.287752	
ENSG00000093009		2.2663853	
ENSG00000111665		2.265706	
ENSG00000092853		2.2552998	
ENSG00000104147		2.2531211	
ENSG00000114346		2.246928	
ENSG00000011426		2.2460978	
ENSG00000184661		2.243289	
ENSG00000189159		2.2410336	
ENSG00000164087		2.232319	
ENSG00000178295		2.2201693	
ENSG00000112984		2.199975	
ENSG00000188486		2.1987193	
ENSG00000163507		2.1952605	
ENSG00000134057		2.1775877	
ENSG00000276368		2.176514	
ENSG00000101447		2.174803	
ENSG00000077152		2.1613104	
ENSG00000254893		2.1525457	
ENSG00000024526		2.1450698	
ENSG00000122952		2.1312187	
ENSG00000183765		2.1002214	
ENSG00000184635		2.1000063	
ENSG00000134690		2.0998175	
ENSG00000151725		2.0990062	
ENSG00000143476		2.0985496	
ENSG00000139618		2.0826633	
ENSG00000076706		2.08195	
ENSG00000185480		2.0789587	
ENSG00000284106		2.0678682	
ENSG00000122483		2.057501	
ENSG00000138092		2.050664	
ENSG00000234465		2.045389	
ENSG00000133119		2.041972	
ENSG00000115163		2.0320277	
ENSG00000198331		2.0031645	
ENSG00000238103		2.0003924	
ENSG00000166851		1.999812	
ENSG00000123473		1.9993396	
ENSG00000087586		1.9917574	
ENSG00000232472		1.989709	
