 PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 PC56 PC57 PC58 PC59 PC60 PC61 PC62 PC63 PC64 PC65 PC66 PC67 PC68 PC69 PC70 PC71 PC72 PC73 PC74 PC75 PC76 PC77 PC78 PC79 PC80 PC81 PC82 PC83 PC84
Camb10 -103.780385845204 7.57547629555849 -8.72563584754405 41.0621346687957 -56.7894389999411 20.6044809367027 -10.1714824774185 57.7963424694527 -32.4102374278344 58.5811666349011 -16.0309962868206 14.5983450019554 -3.28204780354955 32.9051230253418 -5.76070572335859 11.5172429012571 -41.4248158827261 36.5429963587733 -18.6734314607452 -14.2499906003716 9.2858625374214 11.1480320514277 -51.6111591124383 47.6853924529228 81.5109379393932 -23.2487598769634 -92.035278535642 197.660796584738 58.3076599868744 -15.871058512665 -24.2181202709964 -71.3126505221139 42.4080454984756 39.5960125373416 7.42206088447611 22.977280935671 -5.8082972006021 -57.1847707793621 25.1695982956501 18.471857719564 15.7092588526516 -26.9265341783192 -12.2644988731211 -12.5540849018806 -7.42071999174199 -0.230526806554404 -0.168975121181921 11.3275951347625 17.7396633782537 10.0238266249109 6.0499036976014 11.182126261441 -9.9147493356772 -6.74582923530785 -6.25138679881322 -5.33192306440998 -18.2588890228356 8.95524545368761 8.63986926334236 12.7932767655626 7.37616145350716 -5.84563867472489 -5.14070873144563 -3.63452804972109 -8.32697582105228 19.0162454963518 -0.538858302220455 -2.62685891204407 -1.03918320285694 4.45671428702541 1.98977543313378 0.158476197008818 1.19353116029568 -0.89690000339574 -4.2722945514482 7.15879788701648 0.436851982430415 1.81130990424032 -1.22523436527447 -3.07288046562024 3.60506471101584 -5.48958172007704 2.55753654802641 -0.844720926512326
Camb12 -78.5029098660843 -28.193306358813 103.557524085405 -24.9690915960174 -4.20226968631149 3.85797268505514 19.5513796415257 -32.5232001835554 -11.0119347969463 -45.6065386603497 7.85805350325888 52.2380336122969 8.27661543388176 30.2966511512428 10.9362421800832 10.9978158760499 0.0630577946218936 5.15167567803839 -3.59318333427205 -40.3309606120314 -6.20118513666983 -30.4098078527995 9.01629152217915 5.89823470359443 -39.2573951088101 23.150322176105 -5.44701700746134 2.52608813162001 5.84274240954545 16.3776630129388 -0.148157065591629 -49.7289393259591 -29.350311793349 86.9544630949934 -46.3778849586533 -15.7625686369505 -112.4644875311 -23.1822793592599 37.7434092692972 -32.6021968966179 44.3555841671118 130.375361186488 48.1490847704659 -39.0747386668555 30.1347648409613 23.0050105723418 -20.040258483667 4.82952771824079 -44.5020299137703 9.98253437971249 -33.4517064505593 39.8730971945843 33.7758316000031 -22.5047052578766 -6.84686542338127 -32.4826082273007 0.816690702407507 0.233220044618609 12.1254429196542 -9.22191945710462 12.575760351817 19.994847858606 -4.34567324630332 -2.65080008659283 -0.569693862017413 -5.07686636424617 -12.1155929879067 -6.25894704456031 3.07699512163814 -3.81710004280784 -6.30460641379746 11.5350549954405 -6.16850988335301 7.06352135116172 1.76573987262248 -3.99552314454773 2.04523639297629 -1.38475431974551 -5.77975485437306 -4.59688828448062 -2.63387036122063 2.07176006211775 -1.0389960402988 -3.70249056909588
Camb13 34.9273904577544 -2.94915618692415 36.6968952258765 54.1929884321836 -41.6363691890869 -45.7654036388692 -40.0497507515765 16.2888113625774 -10.7033325815984 0.893950768158587 -23.5643149573441 -12.6581974031221 3.44440092391512 -0.875710913807455 6.45228563061917 15.1883834958986 4.73580099725552 -18.6938532812436 -1.92396311662953 -9.20273688778492 -28.00097514885 16.1240872951528 -16.147223036935 14.3025560238954 -0.54531226108559 -6.90890886405658 5.33618866677493 4.2959204200785 8.09813072331937 34.7502202049034 -15.9535588336861 49.5243395056606 20.5990604883028 89.1354543299304 57.3567065307998 12.2221677187413 4.38671553552694 13.4894196935399 -0.617006739203517 10.9006306509799 21.8633458125046 26.3618772596359 5.7869309954612 52.4276030216241 23.0540335673364 -38.9841702637987 -12.0025179064932 -3.11366973850461 -36.7149233410192 32.9358693538102 -60.4293721844583 -101.302814511602 -40.7962768743052 -68.8093774024283 90.8513241153375 51.9733420138214 15.0744784580763 -32.7948469664614 -23.5778575437481 24.1355209584666 31.4134698466751 -0.538171406289734 -25.6109453752217 10.3913689755781 0.750810637968925 -0.075643647097492 3.00676477679925 -0.00353063036612944 6.66856285819193 0.566678424011771 3.1393338362564 6.63559463204367 -4.61484604578438 6.76198782217984 -4.88235288840693 4.04674682130085 -1.82842436023339 -5.34925336564756 4.04664121871507 1.77482209463775 -4.87150275798456 -4.19876242881737 1.22016692255691 1.63001155779344
Camb4 -90.09485791357 76.7400000258221 -94.2079009460674 31.728590454534 17.7396328827161 -28.0206316591311 -48.2539243906846 -10.4722514408966 -23.7387833419001 -24.1261205498333 -42.6621853020671 -73.6461497698511 -3.67016776648356 -21.788218858405 38.2935262402677 -1.40385647329791 -26.9269437480994 33.0965529802549 -35.0367418401142 73.1253615826158 -39.7081800985674 2.15457570505014 20.2983147943643 -24.3854115686879 -11.8470385616508 28.137449325269 -46.9181388024317 7.15256044154093 24.7710258169183 44.3389277626264 122.81881020268 -28.2632957703609 2.83186534167224 56.3845552577438 9.82103501148632 -62.5454058431616 -2.65496242108315 39.8585622068946 57.963235147954 -31.617047384752 -119.258249926033 9.85844150462784 12.6134203124777 -39.7770501294868 22.851703699816 -25.9573371634933 12.7942613762965 42.3917986870424 -3.61063675160543 -29.0168000395359 15.9021090554933 -8.28325110164942 -19.1502887710939 17.3984207582158 4.47601272493126 -7.8433409160529 10.2956295254641 -29.0097867286774 -9.07451051820847 29.6569073933622 -17.7894801956878 4.91148382343553 11.7301488018022 -6.35346142376486 -8.96943001971951 6.81538001035472 -1.93189009632982 5.1542195319437 1.87667594139644 8.82976022926969 -8.86021206339339 -11.5711453433008 1.57377382075378 -12.0022675828516 -2.08194023568806 5.64469258912358 0.947489489051009 -3.46980099164323 -0.117903192467516 -3.12619849952072 -2.06501945193424 2.1193297977758 0.682051497348855 5.27825017526257
Camb7 -54.3470621223393 111.618490015154 -67.5169003410886 -8.21858221174357 29.8713877360247 -33.5636886290191 20.4343431972416 24.2706411669012 -15.0246219006855 64.5609334318875 1.63780069290907 -12.9454594583406 -14.2398460656523 -3.33372420917811 14.3073935418958 -6.69219961415418 35.1619434618825 -3.08387115130853 -35.136710223727 10.5126234603596 -23.4715746938225 9.49999451977308 0.119160831489841 10.4411168891149 -31.5550164934803 -36.1435582927684 24.4127993131425 51.8024682177119 -2.93883062556592 10.652833063841 9.36591277274726 2.28184181697696 -40.7553569805943 -0.00136823443461598 22.8105501423169 -8.11744657020912 6.29589424380347 62.420798329042 -4.34240481280482 88.7065481510601 24.7252159228678 41.8223738139086 65.5362126209567 -42.8973711976241 -32.2559162535479 74.6271853561685 107.229371747654 -49.3247600400497 16.1402560904856 29.1853775414799 -15.7011269876836 -45.3922341305592 49.1963664741375 20.3990800236247 -47.8678800608795 31.44999881523 18.5112354254987 -25.188113305801 -16.0852983907804 7.71565639810601 10.7382012000024 -9.69623126619497 -7.72485477417231 11.5897513888338 12.1359725947889 2.29141674688671 -6.83104840042644 5.88200055986085 10.4873264517713 3.58394572077318 -5.37438258993461 -4.2168163785944 3.11539586028569 -3.42631961851229 -6.85553372370815 3.54558409357079 -0.518150066347685 -1.06591300635853 -3.33822145483667 6.13263709299944 -4.10985378177183 -4.90934823818338 1.1595622619897 3.18887724642968
Camb8 7.55989383201688 -37.1255900390597 25.4523762861414 50.4110443907524 -35.5044241276905 -12.5695620571526 0.611628074395055 -12.7469079430628 -56.2313268148647 -22.4275544802212 -4.68187734221069 -16.5194705479432 -19.445827165596 -16.8183243363245 3.78662704117452 -6.5797013534575 -11.0673261258256 16.1727847610285 -6.13938262027006 5.49740321387733 -12.3475723955389 3.12313549153189 8.5454837589423 -9.01433784750856 -28.7077817242229 19.1409052002264 -0.760541022120533 -35.7979918938126 -3.25545229986483 -9.69308956263581 1.54535275649409 30.0129932132987 12.6191790509995 31.8281511644322 27.939817222389 17.779187623802 14.6791310440148 -75.510305059707 53.0187610996154 -12.3629865533591 13.8185563991027 -84.9074203692118 -30.6377313366002 -4.09643497423299 28.5242662291564 125.155561106229 55.7991182693302 8.9375587655556 -91.2918703115329 27.7358755730925 47.9337130596302 -19.2273198628719 31.1915067325314 -36.3548734889615 6.02013347686761 -72.3629311848393 7.39247140799897 -13.6349858344429 -0.266725893896353 3.98519867163732 -9.56709908706482 -23.573421544076 -2.73724483655943 16.2515798854339 -6.72405559861326 0.862283181535905 6.22838097141726 5.24521367115877 1.35833099035542 -1.5684970666069 -1.49076274291994 -3.78350416391103 -1.80561214500964 -4.18596454583198 6.4707310184705 -0.241312999506129 -8.1851025544988 -5.94739607549509 3.96247422493504 -2.99485582673877 -3.70561343465507 -3.13769797212323 0.0808954477187039 0.590257976922009
Camb9 31.4243768946001 -8.54779816643386 21.486237190118 5.17556364167357 0.828685728034426 -15.697000273315 5.90057833787064 1.14887607695508 -0.795967080394233 -10.1142661083072 -6.8011393684337 18.4167453622232 -3.15633091031047 12.8385430391028 -9.19153724900612 -22.6871329099957 -20.3701225326095 -7.59663827044352 5.43856902101581 7.47084440479931 0.63324526488162 -6.50578979193596 1.61783140234301 17.8717454552833 -2.77058769870849 -1.22895897840118 -6.54648002831712 -1.16006898791419 -1.09849417028326 -18.2186187816839 4.63965768844346 27.6125508121967 1.34216663090061 21.2440172281466 18.3093272339911 19.544009248326 -3.53665742798735 -2.54347068543292 52.0984143448381 20.3011186456623 -28.0981540509307 15.355388408113 17.0412484597442 12.3446867772557 13.6281886194138 79.5059576732595 -38.5078506638009 -50.9449733105017 -30.8040956997857 -65.0230053822554 -41.7089714180808 -54.2544172565296 -79.1805584998418 119.347566580557 9.91865525491762 11.7403937532696 -55.1798525956979 47.1942975362736 47.8974459132416 -47.6990067810218 13.2989666176331 2.91326943375729 16.0866950629067 11.4703148124792 -0.127644360367598 26.9645452864863 -8.90084209700673 -3.53936820923405 -10.3876439925096 2.99804129885535 9.93359155819817 6.93933721202913 -1.2137730148538 -3.48667058767715 -2.6891433577202 5.53184898348339 -0.200263335427908 -2.88332170703673 2.74752491520848 1.63817262234853 0.769091574695674 -6.84579557450003 -0.815966895392386 -1.66497934800965
HF2919 -134.590475027146 52.8471669169895 1.17128337557208 -8.41361874171122 11.848646931731 14.8407250517016 -4.82289657531138 17.4433510061743 -10.3658908952062 18.9990160125749 -18.4378630435324 -9.807570485044 27.2181282573773 28.2832719998322 -9.91845671163404 23.3071003988833 16.3200205891594 -3.47193106617285 -4.34970593967331 -19.2388047703666 -5.0520943692067 42.6595760780651 -17.0901146513828 31.7975201948296 -18.0712241831015 -9.27765322462441 -0.105768792165118 26.0336006356654 8.64232012819708 12.8851370936714 12.1101084094081 6.40099899409003 -7.07187185405735 24.1708454115762 7.38510424963101 4.32451551230031 17.4922458750225 11.210710174783 -39.5391991103461 26.3441055486376 1.69585981245003 14.7225536476509 -25.8090432630045 21.2392439386886 7.97611069787536 -3.07963212229938 1.17551080507421 0.496954137989094 -41.625304638139 -42.8156122426705 13.7509890311663 16.6139012921797 3.49846744530537 16.2557249795527 24.079460101205 -24.430388316625 32.351416676586 -12.7003071251126 31.9557633781571 -28.5867998493404 11.6098369023437 3.36321056830818 64.5127948220745 -8.13457704249777 63.931063797706 -118.409753491829 64.3146729686468 -9.19026585724107 -25.4338813134004 -2.22338562538003 3.4727826933102 -34.193131331247 -6.40799898849028 7.56966347256496 5.90117593656541 26.4052067784491 11.0796641167936 -7.48079864437305 -12.3110019012807 -6.95514184560226 3.33007820024739 -16.6741273446207 0.346789614828134 0.337188141488158
HF2998 -19.5139056778424 -3.06720334175089 24.7382730017664 -9.15587035753711 5.03094090344216 8.97200144265818 -10.9944498128236 0.813294837204201 10.2108342010152 -4.43570312064589 -7.80753535911656 -11.799224714339 13.7471788371859 24.8558093459918 1.77920848286299 18.3566378311592 6.18392822832768 -12.7826316657577 8.09933645107265 4.63292069492429 1.48295219649773 9.95776090481266 -2.4386678928724 12.382335395831 12.6309590896057 -6.99014628080623 -9.97432983951917 5.90912763797897 -1.29374174471243 6.26052033010647 13.6333870192308 5.12822399771172 -1.50076836032013 5.05295013171658 1.2476529205665 -12.5236950209885 -3.44367056712824 -4.96111262616407 -0.364701610879344 3.45672353443336 2.30064237929019 8.79233697753711 -6.5047087255963 0.827292825331176 0.638586952910169 1.94103100621756 6.4438497857667 -3.54400704507233 -2.50570421361878 0.337338775561502 8.66086581254125 1.14801143853339 -0.373941790721743 -12.4174197343129 16.0989567378345 9.40117483822403 -5.96406680085731 16.4529301948935 3.51235842602707 -20.3321777566242 -14.1052231430036 7.67660279592372 9.34816694652245 1.07021781835576 24.1414948653854 -19.5716322506962 7.43466074212744 11.1130841740769 3.99947116066689 17.2787306970772 9.06538461810834 0.0403484977235404 26.5507561251849 -76.1470750107938 -46.7998323591215 -101.529811235142 -90.1977315969861 18.7249840157273 -21.2557635726821 21.5683087840078 2.18489753141197 -9.89812121627539 -0.661853226578794 -6.79746893493731
HF3162 -65.7426638745445 26.1163229945332 -28.2749965715367 -37.5303774900388 35.5731374702226 11.2225730681592 10.9404909715038 -5.90786745084411 -6.92538944631948 10.9229604489557 -0.536888676807632 -14.0365506926703 2.63547814777397 -8.10616790816217 -2.63615262281556 -3.54547570983914 7.45867250894213 3.24429746219704 1.08763176962529 1.9267482258778 1.40213888089926 0.33298015106648 -5.28765676743604 -2.50430934077665 -4.92467929475923 5.7763690473164 -8.58372830470776 2.69051387970329 -1.91975417883448 -10.1362007543232 9.06529319011155 2.0068352486113 1.29670319250202 -17.1626167480701 -10.0748123873465 5.34333347605838 -2.17875066512914 4.46689872345858 -12.9171115025655 3.69487950264009 1.06776382390745 1.15081691154102 -10.8719712512029 8.89703440045283 5.18938524883285 -1.24324871958298 -10.0706957805857 3.85218458856023 -12.4051763742707 -7.83326881465988 12.2765595606935 -0.326924116985659 -1.65169791583464 -7.69388812610071 -2.49174387483029 -9.12629572373014 3.27359207291604 -11.9597269841893 16.3163227993893 -9.12699993436299 -1.13021122989512 0.263004118391334 -12.8241038818618 14.6882470201727 3.02292951216376 6.73627336534642 47.2770257114358 2.64138309929466 19.4077275252735 -17.7176902713127 -55.7049234559639 111.936446095446 -37.0838259894724 -37.3356982224101 -91.6997138360819 48.0668634056903 3.14376070854788 -6.86375558751754 20.4341680947479 3.94819175107074 -9.39905861182931 -6.01098699395077 -6.24042152872611 -3.48466618627275
K06 109.419990567476 -7.70516413528558 -30.7554139036954 27.5401436003845 -8.53096943411288 -31.1101835518142 2.41384498852969 0.497414157901937 12.6399734350972 23.0882097498955 -6.10813300682922 -11.5617490317839 -30.873735619802 -45.2890965298917 -26.9912103514174 -21.8116197262544 -1.23832348181116 28.6675337992816 -10.6135387859806 25.6817631400101 21.2150511102934 11.2914930980659 -17.5355529230341 -19.5514710006333 12.2854686444744 -20.3204450767065 -0.518598011192404 -3.93413137757597 10.4808697048593 -24.5711865564792 -30.8387226551635 -13.5064520219622 28.4173100697282 -13.7798342951785 29.7436085159868 56.469654949403 -30.9687393444175 39.2822524673751 28.5448881822738 3.07365966944547 -42.8209868409026 12.9491923665901 5.69748348862366 0.723125129948473 17.0576712227631 -31.4066181380065 -5.90705181092354 64.7493935309957 12.6730139508476 94.0679131477372 -16.730853987571 -21.9527117056874 74.0704843477913 53.6503737857225 37.8402242801622 -44.2713101115198 3.31556286582493 -31.5778597013919 7.45216274545015 -117.059407452391 13.0251552948175 1.62002369977845 6.16981619436863 -25.9285453460838 -7.98486329554461 -2.61362922202189 -2.6906925117124 -6.48356441445302 -1.00299769904281 -6.7071857180352 8.21371835316489 -0.569181557496454 1.61144423586168 -3.04404888846356 -8.68500154682104 -5.26469024268255 1.95890051915712 -13.0393215695371 -2.88241757260152 1.40623840312821 1.92136980888625 -5.62908317936686 -0.265618667778878 4.0843783812347
K12 -64.2317076154938 94.4111409077206 -146.18187385884 74.4664874785794 -15.864304541608 -37.2306207148973 8.80504089916478 65.9824833584386 -30.7521933022994 -8.39426637633964 -5.32769579783526 2.49822204191562 -21.9849334587617 -32.6617054164397 19.1106071296975 -26.1400542365291 -43.5919095193792 81.6609966918276 -13.7949489687027 2.99896348311483 -12.4090617396146 -100.195265004289 14.2128492472439 3.55698255217233 -67.0646086220831 51.4726234917629 21.4371693923538 11.6789057253002 6.5065438268554 -38.5895257149612 8.63420073825804 51.6803775825949 11.5560290263993 6.97502593790111 -81.2445303590649 38.3837335633681 66.4594767556859 -22.9333456606063 52.2199919925692 3.05282821793712 22.5872251782125 55.9127595564116 -14.5967545952788 62.5025677461683 -62.7428592015794 -5.78014706287586 -6.92697587206955 12.745091222627 16.7639485436495 13.4193572684169 -12.0179526466957 8.22411786792779 -12.7662148453786 -29.5373254417441 -16.639378915324 9.33583509810291 -24.726631342288 1.54778760894035 12.0888052541978 -19.2689166384005 -34.3868774999321 12.1743121331407 -6.04338264457006 3.61233847378448 3.51008004879391 -21.6750812188168 5.10288234036843 -36.8948186142605 28.224190704938 -16.3151241859074 5.55764526742015 -14.6384290864355 17.3705213215319 -10.9172291267707 -0.516155262629753 3.32703628862168 -6.91198581649884 -4.2695452166685 2.59585470767588 -6.06188722609587 -9.21112645278795 -1.14081478428549 4.88578811957874 6.81310648776413
