NAME	TITLE	SCORE	
ENSG00000273061		9.02529	
ENSG00000235297		5.3957725	
ENSG00000234782		2.6341445	
ENSG00000111348		2.3276534	
ENSG00000226525		2.1862454	
ENSG00000235363		1.8772444	
ENSG00000274012		1.7751925	
ENSG00000282978		1.7238119	
ENSG00000137434		1.7194723	
ENSG00000142731		1.5557567	
ENSG00000146410		1.5309595	
ENSG00000131469		1.4689511	
ENSG00000204334		1.4687123	
ENSG00000239467		1.4535553	
ENSG00000237350		1.4411879	
ENSG00000280744		1.4274873	
ENSG00000230562		1.3939095	
ENSG00000072818		1.3755889	
ENSG00000284106		1.3523151	
ENSG00000177855		1.3407333	
ENSG00000160207		1.3110576	
ENSG00000106028		1.3084047	
ENSG00000154240		1.3062527	
ENSG00000224905		1.2934331	
ENSG00000138778		1.2504153	
ENSG00000234975		1.2407434	
ENSG00000256940		1.2328255	
ENSG00000082805		1.2192948	
ENSG00000241343		1.2163286	
ENSG00000181524		1.189601	
ENSG00000167900		1.1816016	
ENSG00000260708		1.1728355	
ENSG00000180581		1.1691588	
ENSG00000267809		1.1572636	
ENSG00000214796		1.1540415	
ENSG00000267040		1.1495688	
ENSG00000228532		1.1438023	
ENSG00000143228		1.1374904	
ENSG00000224858		1.1264246	
ENSG00000198331		1.1104298	
ENSG00000274561		1.1075432	
ENSG00000276368		1.1057614	
ENSG00000165502		1.1028625	
ENSG00000226084		1.0903379	
ENSG00000123965		1.089798	
ENSG00000138326		1.0872822	
ENSG00000104979		1.080989	
ENSG00000167779		1.0557536	
ENSG00000274421		1.0472565	
ENSG00000184357		1.0353069	
ENSG00000175063		1.030901	
ENSG00000177954		1.0302063	
ENSG00000169607		1.0296179	
ENSG00000230185		1.0217597	
ENSG00000279865		1.0152041	
ENSG00000178999		1.009865	
ENSG00000156313		1.0081723	
ENSG00000103599		0.9922915	
ENSG00000024526		0.9899523	
ENSG00000244398		0.9884911	
ENSG00000100479		0.97461593	
ENSG00000276259		0.97190833	
ENSG00000265666		0.96832585	
ENSG00000154589		0.96811193	
ENSG00000234009		0.9631207	
ENSG00000145592		0.9555004	
ENSG00000253570		0.9540617	
ENSG00000272702		0.9470374	
ENSG00000174021		0.9456199	
ENSG00000146677		0.94062567	
ENSG00000168653		0.93386906	
ENSG00000128944		0.933183	
ENSG00000139233		0.9286709	
ENSG00000169020		0.92719734	
ENSG00000226564		0.9262345	
ENSG00000132005		0.91757137	
ENSG00000196754		0.9154994	
ENSG00000225159		0.91402835	
ENSG00000109674		0.9057732	
ENSG00000183648		0.90512806	
ENSG00000241506		0.90416396	
ENSG00000121152		0.9027107	
ENSG00000090889		0.90255296	
ENSG00000238113		0.89908046	
ENSG00000130255		0.89294565	
ENSG00000234851		0.8921044	
ENSG00000010219		0.88542074	
ENSG00000198840		0.8836366	
ENSG00000163322		0.8805875	
ENSG00000138658		0.87970304	
ENSG00000102024		0.8784849	
ENSG00000228253		0.8781082	
ENSG00000100490		0.8753989	
ENSG00000106823		0.86434925	
ENSG00000123975		0.86262995	
ENSG00000229117		0.8622963	
ENSG00000164182		0.8618127	
ENSG00000228446		0.8554243	
ENSG00000198938		0.84525496	
ENSG00000189157		0.8428157	
ENSG00000245910		0.8423977	
ENSG00000164405		0.8418263	
ENSG00000240356		0.8373478	
ENSG00000148690		0.83688676	
ENSG00000096872		0.8338437	
ENSG00000172878		0.8333039	
ENSG00000153140		0.8329764	
ENSG00000133103		0.82944	
ENSG00000158234		0.82923746	
ENSG00000182993		0.8257317	
ENSG00000121621		0.8217798	
ENSG00000176244		0.82003194	
ENSG00000198225		0.817298	
ENSG00000068489		0.81560063	
ENSG00000137812		0.8141101	
ENSG00000105185		0.81255865	
ENSG00000130332		0.8085528	
ENSG00000117650		0.8069664	
ENSG00000132967		0.8041036	
ENSG00000139734		0.8023931	
ENSG00000101132		0.7974841	
ENSG00000198157		0.7967233	
ENSG00000066279		0.79593635	
ENSG00000111247		0.795299	
ENSG00000185437		0.79369175	
ENSG00000164902		0.7903179	
ENSG00000236824		0.78992856	
ENSG00000256464		0.7860369	
ENSG00000168556		0.7833062	
ENSG00000075218		0.78285563	
ENSG00000255198		0.7819366	
ENSG00000135451		0.7816151	
ENSG00000137720		0.7812797	
ENSG00000142945		0.7796625	
ENSG00000223803		0.7795428	
ENSG00000153015		0.77887213	
ENSG00000108107		0.77626634	
ENSG00000263513		0.76918316	
ENSG00000088325		0.76820284	
ENSG00000129195		0.7680068	
ENSG00000134056		0.7627482	
ENSG00000231767		0.7623369	
ENSG00000213178		0.7613964	
ENSG00000214182		0.7606361	
ENSG00000184661		0.75872695	
ENSG00000080608		0.7585495	
ENSG00000123485		0.7570528	
ENSG00000196873		0.7499184	
ENSG00000144535		0.7470463	
ENSG00000138180		0.74174905	
ENSG00000136942		0.7403175	
ENSG00000197497		0.73851484	
ENSG00000274213		0.737757	
ENSG00000144218		0.7375492	
ENSG00000198712		0.73497146	
ENSG00000164603		0.7286945	
ENSG00000089048		0.7279954	
ENSG00000170312		0.72269344	
ENSG00000198763		0.72164273	
ENSG00000155368		0.71997666	
ENSG00000220848		0.71921927	
ENSG00000064199		0.7192169	
ENSG00000256667		0.71768326	
ENSG00000122483		0.7157549	
ENSG00000146670		0.7140869	
ENSG00000139618		0.71377325	
ENSG00000235552		0.7136568	
ENSG00000215386		0.71213186	
ENSG00000147586		0.71063423	
ENSG00000169679		0.7105634	
ENSG00000034510		0.71003973	
ENSG00000179750		0.7066413	
ENSG00000103995		0.7034859	
ENSG00000196683		0.7024277	
ENSG00000197756		0.70146626	
ENSG00000214389		0.69926333	
ENSG00000198786		0.69924587	
ENSG00000140319		0.69853395	
ENSG00000187118		0.6972357	
ENSG00000142534		0.69619876	
ENSG00000205464		0.69505095	
ENSG00000257511		0.6949084	
ENSG00000224578		0.69458914	
ENSG00000174977		0.6944014	
ENSG00000198886		0.6937093	
ENSG00000129173		0.69335437	
ENSG00000176731		0.6932286	
ENSG00000196705		0.6923711	
ENSG00000170310		0.69110984	
ENSG00000258297		0.6906235	
ENSG00000184903		0.69032705	
ENSG00000240429		0.68876666	
ENSG00000204272		0.68754476	
ENSG00000065518		0.68699306	
ENSG00000276855		0.6863982	
ENSG00000221983		0.6862271	
ENSG00000131848		0.68112	
ENSG00000131747		0.68091065	
ENSG00000189159		0.6785847	
ENSG00000103351		0.67782515	
ENSG00000225630		0.67730534	
ENSG00000213433		0.6755712	
ENSG00000087586		0.674744	
ENSG00000157456		0.6735984	
ENSG00000168078		0.6729794	
ENSG00000116251		0.67079175	
ENSG00000214975		0.6696234	
ENSG00000132432		0.66834366	
ENSG00000143942		0.6674754	
ENSG00000232888		0.6645705	
ENSG00000187240		0.6645047	
ENSG00000144061		0.663019	
ENSG00000264608		0.6620319	
ENSG00000117724		0.66183203	
ENSG00000196507		0.66152585	
ENSG00000138160		0.66125846	
ENSG00000251141		0.6603748	
ENSG00000100629		0.6591742	
ENSG00000218283		0.65791833	
ENSG00000196668		0.65760976	
ENSG00000065978		0.65746564	
ENSG00000186395		0.6573332	
ENSG00000165046		0.65630704	
ENSG00000214455		0.6560892	
ENSG00000225793		0.6559671	
ENSG00000049759		0.6555588	
ENSG00000146006		0.65346134	
ENSG00000137760		0.65339136	
ENSG00000258754		0.6524305	
ENSG00000148773		0.6515772	
ENSG00000225178		0.65146977	
ENSG00000278238		0.650605	
ENSG00000233841		0.6504632	
ENSG00000138495		0.64952856	
ENSG00000103145		0.6477499	
ENSG00000163507		0.64774185	
ENSG00000212907		0.64694947	
ENSG00000271895		0.6462889	
ENSG00000005108		0.645085	
ENSG00000196247		0.64311224	
ENSG00000183763		0.6423627	
ENSG00000182185		0.6420585	
ENSG00000223509		0.6415098	
ENSG00000142676		0.6413585	
ENSG00000198899		0.6394781	
ENSG00000174720		0.6379298	
ENSG00000171241		0.63783664	
ENSG00000172586		0.63604736	
ENSG00000137821		0.6359567	
ENSG00000270006		0.63578194	
ENSG00000174306		0.6357774	
ENSG00000145386		0.62798125	
ENSG00000141682		0.62495977	
ENSG00000213453		0.6247027	
ENSG00000158716		0.6242463	
ENSG00000188739		0.62363034	
ENSG00000105258		0.6234142	
ENSG00000229334		0.6231022	
ENSG00000137807		0.6226801	
ENSG00000196678		0.6219155	
ENSG00000117399		0.62007374	
ENSG00000013810		0.62005985	
ENSG00000143977		0.6197783	
ENSG00000167384		0.61917436	
ENSG00000113356		0.6182526	
ENSG00000071082		0.6181403	
ENSG00000125691		0.6178292	
ENSG00000140525		0.6177492	
ENSG00000116830		0.61700904	
ENSG00000177106		0.6118927	
ENSG00000184227		0.6115523	
ENSG00000033178		0.61131567	
ENSG00000237489		0.6112928	
ENSG00000082438		0.6100941	
ENSG00000182117		0.60729975	
ENSG00000080986		0.6069154	
ENSG00000163191		0.60630023	
ENSG00000171530		0.60458666	
ENSG00000143226		0.60265565	
ENSG00000272807		0.60245436	
ENSG00000107937		0.59968734	
ENSG00000231607		0.59831494	
ENSG00000182004		0.59724486	
ENSG00000119640		0.5970296	
