NAME	TITLE	SCORE	
ENSG00000236824		11.298801	
ENSG00000283390		8.227972	
ENSG00000258704		5.173927	
ENSG00000250061		4.0783877	
ENSG00000130513		3.3072944	
ENSG00000101255		2.5030537	
ENSG00000255129		2.4564352	
ENSG00000226564		2.370192	
ENSG00000231245		2.243052	
ENSG00000151012		2.2322147	
ENSG00000225159		2.149726	
ENSG00000128965		2.1389074	
ENSG00000217801		2.1311781	
ENSG00000128564		2.109384	
ENSG00000231841		2.0666108	
ENSG00000276141		2.04318	
ENSG00000242960		2.0365703	
ENSG00000175592		2.0174518	
ENSG00000108551		2.0049524	
ENSG00000176046		1.9658151	
ENSG00000258741		1.923612	
ENSG00000111981		1.9098908	
ENSG00000181019		1.8974015	
ENSG00000282105		1.8919313	
ENSG00000235297		1.8904339	
ENSG00000231999		1.8839369	
ENSG00000233762		1.8796126	
ENSG00000180581		1.8578577	
ENSG00000213433		1.8145148	
ENSG00000063438		1.7672422	
ENSG00000130766		1.7599765	
ENSG00000278390		1.748689	
ENSG00000023909		1.732786	
ENSG00000131389		1.7175733	
ENSG00000211445		1.6826482	
ENSG00000141934		1.6538411	
ENSG00000253341		1.6263921	
ENSG00000233006		1.5860701	
ENSG00000065911		1.5479076	
ENSG00000167779		1.5461382	
ENSG00000198431		1.5442995	
ENSG00000235590		1.5247147	
ENSG00000274012		1.5191469	
ENSG00000165113		1.5154471	
ENSG00000106948		1.5065929	
ENSG00000269439		1.5017058	
ENSG00000264808		1.4883329	
ENSG00000108448		1.4857979	
ENSG00000112379		1.4856118	
ENSG00000137193		1.463391	
ENSG00000175197		1.4615949	
ENSG00000133134		1.4575651	
ENSG00000226608		1.4356462	
ENSG00000238103		1.430895	
ENSG00000162413		1.419917	
ENSG00000274213		1.396994	
ENSG00000163710		1.3944954	
ENSG00000129173		1.3824832	
ENSG00000167995		1.3776907	
ENSG00000120889		1.377216	
ENSG00000146410		1.3644844	
ENSG00000001084		1.3609014	
ENSG00000264608		1.3407581	
ENSG00000165891		1.3251106	
ENSG00000042286		1.314241	
ENSG00000217624		1.3130531	
ENSG00000013588		1.3030134	
ENSG00000143067		1.3009858	
ENSG00000261643		1.29816	
ENSG00000104856		1.2967397	
ENSG00000130158		1.2884958	
ENSG00000172216		1.2817302	
ENSG00000115295		1.2768536	
ENSG00000124782		1.2742409	
ENSG00000183696		1.2737796	
ENSG00000161011		1.2732009	
ENSG00000121039		1.2575208	
ENSG00000135047		1.2568047	
ENSG00000109819		1.2476292	
ENSG00000087086		1.2467811	
ENSG00000078403		1.2465197	
ENSG00000197063		1.2356441	
ENSG00000160207		1.2330302	
ENSG00000144554		1.2307123	
ENSG00000159882		1.225088	
ENSG00000134109		1.2245861	
ENSG00000125347		1.2194816	
ENSG00000148841		1.2187338	
ENSG00000120875		1.2137764	
ENSG00000138190		1.2122618	
ENSG00000168528		1.2021078	
ENSG00000128016		1.2004168	
ENSG00000124243		1.1953334	
ENSG00000180385		1.1839317	
ENSG00000164932		1.1728063	
ENSG00000226396		1.171804	
ENSG00000198355		1.1692942	
ENSG00000106366		1.1545992	
ENSG00000137767		1.1506027	
ENSG00000008513		1.1416624	
ENSG00000119986		1.1406529	
ENSG00000105281		1.1392056	
ENSG00000061656		1.1359918	
ENSG00000168209		1.1199455	
ENSG00000184205		1.1188445	
ENSG00000273748		1.1083636	
ENSG00000051108		1.1075089	
ENSG00000130695		1.1042356	
ENSG00000134684		1.1025448	
ENSG00000213763		1.0993658	
ENSG00000055483		1.0979726	
ENSG00000124762		1.0947477	
ENSG00000138744		1.0933466	
ENSG00000109113		1.0919919	
ENSG00000183072		1.0874676	
ENSG00000138166		1.0872674	
ENSG00000167900		1.0869951	
ENSG00000112378		1.0851626	
ENSG00000211584		1.0824152	
ENSG00000234498		1.0823754	
ENSG00000157680		1.0809159	
ENSG00000178607		1.0732782	
ENSG00000116761		1.0685728	
ENSG00000163171		1.0671998	
ENSG00000099875		1.0655941	
ENSG00000106105		1.0627092	
ENSG00000179750		1.0576373	
ENSG00000100889		1.0513917	
ENSG00000087074		1.0511456	
ENSG00000100162		1.0478911	
ENSG00000167996		1.0453999	
ENSG00000188290		1.0444264	
ENSG00000166750		1.0434757	
ENSG00000232187		1.0430428	
ENSG00000175906		1.0389277	
ENSG00000134574		1.0375295	
ENSG00000111371		1.0324255	
ENSG00000104687		1.0307739	
ENSG00000102125		1.0299596	
ENSG00000225138		1.0295718	
ENSG00000219507		1.0267861	
ENSG00000196233		1.0247406	
ENSG00000167550		1.0238922	
ENSG00000166986		1.0221876	
ENSG00000143819		1.021928	
ENSG00000183597		1.0144782	
ENSG00000162772		1.0104818	
ENSG00000140332		1.0091771	
ENSG00000101210		1.0031132	
ENSG00000236200		1.0029278	
ENSG00000170468		1.0023383	
ENSG00000267040		1.0006144	
ENSG00000070495		0.9989495	
ENSG00000091651		0.99873704	
ENSG00000136810		0.99793077	
ENSG00000116717		0.99745655	
ENSG00000176142		0.99453074	
ENSG00000121064		0.99369335	
