NAME	TITLE	SCORE	
ENSG00000283390		9.747092	
ENSG00000236924		7.083607	
ENSG00000275441		7.06075	
ENSG00000264808		6.1485906	
ENSG00000263766		5.9878826	
ENSG00000244119		5.460376	
ENSG00000283196		5.2829957	
ENSG00000273486		5.2829328	
ENSG00000255471		5.1263247	
ENSG00000134058		4.768807	
ENSG00000232454		4.7123704	
ENSG00000224184		4.5508084	
ENSG00000224905		4.464871	
ENSG00000232645		4.2728744	
ENSG00000231579		4.2246113	
ENSG00000167992		4.0474896	
ENSG00000267152		3.8859453	
ENSG00000167182		3.8806584	
ENSG00000078018		3.8770816	
ENSG00000272382		3.4485734	
ENSG00000165323		3.4014244	
ENSG00000099139		3.360688	
ENSG00000233426		3.0368001	
ENSG00000274421		3.028936	
ENSG00000105429		3.0287116	
ENSG00000239523		2.9280727	
ENSG00000230798		2.8545313	
ENSG00000113578		2.7805972	
ENSG00000142046		2.7355392	
ENSG00000021300		2.6656559	
ENSG00000177688		2.6552155	
ENSG00000104967		2.6529043	
ENSG00000189157		2.6170065	
ENSG00000228049		2.5867138	
ENSG00000228205		2.4998739	
ENSG00000261643		2.4949505	
ENSG00000080845		2.4061048	
ENSG00000165716		2.3759847	
ENSG00000226686		2.3675137	
ENSG00000278784		2.3341858	
ENSG00000233237		2.329915	
ENSG00000138834		2.3183439	
ENSG00000223804		2.3102674	
ENSG00000144395		2.2812204	
ENSG00000272702		2.2645602	
ENSG00000157890		2.2623398	
ENSG00000169129		2.2434537	
ENSG00000146856		2.2378335	
ENSG00000100393		2.2360847	
ENSG00000137496		2.2133217	
ENSG00000197386		2.207687	
ENSG00000127528		2.1951437	
ENSG00000259891		2.1941683	
ENSG00000163666		2.1853487	
ENSG00000010626		2.179249	
ENSG00000018236		2.1786327	
ENSG00000136826		2.1784985	
ENSG00000085511		2.1660612	
ENSG00000254893		2.1613984	
ENSG00000106948		2.1434119	
ENSG00000187244		2.1313984	
ENSG00000182263		2.1262596	
ENSG00000159713		2.0961082	
ENSG00000245468		2.0862567	
ENSG00000110076		2.0745332	
ENSG00000162490		2.0636885	
ENSG00000232187		2.0357983	
ENSG00000282978		1.978143	
ENSG00000070444		1.9661314	
ENSG00000124126		1.9630806	
ENSG00000188493		1.9628611	
ENSG00000215386		1.9088153	
ENSG00000175879		1.9026134	
ENSG00000166963		1.8707196	
ENSG00000175040		1.8672503	
ENSG00000102934		1.8496209	
ENSG00000196152		1.8407168	
ENSG00000237036		1.833945	
ENSG00000071054		1.8300624	
ENSG00000214223		1.8280792	
ENSG00000173064		1.8113383	
ENSG00000182796		1.808487	
ENSG00000254726		1.8082763	
ENSG00000175322		1.8034999	
ENSG00000100350		1.7941943	
ENSG00000179750		1.784156	
ENSG00000105767		1.7827451	
ENSG00000148200		1.7749774	
ENSG00000103449		1.7703056	
ENSG00000102312		1.7645737	
ENSG00000152284		1.7540858	
ENSG00000243444		1.7497925	
ENSG00000258102		1.73164	
ENSG00000100425		1.7300508	
ENSG00000279557		1.7282864	
ENSG00000267041		1.7249674	
ENSG00000234975		1.714995	
ENSG00000228446		1.7077836	
ENSG00000251442		1.7049989	
ENSG00000189114		1.6756732	
ENSG00000164080		1.6754857	
ENSG00000104490		1.6707277	
ENSG00000125740		1.667624	
ENSG00000049192		1.6653298	
ENSG00000135473		1.6604844	
ENSG00000235655		1.6573741	
ENSG00000013619		1.6500334	
ENSG00000101493		1.6444546	
ENSG00000089041		1.6100546	
ENSG00000122966		1.6082646	
ENSG00000106571		1.6043966	
ENSG00000166833		1.6026647	
ENSG00000072832		1.6001018	
ENSG00000073605		1.5966477	
ENSG00000140332		1.5916334	
ENSG00000115758		1.5813142	
ENSG00000120519		1.5808829	
ENSG00000139200		1.577175	
ENSG00000127580		1.5757612	
ENSG00000137103		1.5754831	
ENSG00000002822		1.5690178	
ENSG00000067533		1.5641614	
ENSG00000251141		1.5616801	
ENSG00000139344		1.5612792	
ENSG00000245275		1.5577825	
ENSG00000154920		1.5558479	
ENSG00000225265		1.5442371	
ENSG00000145362		1.5404549	
ENSG00000184634		1.5278412	
ENSG00000197050		1.527502	
ENSG00000155729		1.509539	
ENSG00000184635		1.4983671	
ENSG00000165490		1.4969121	
ENSG00000149548		1.495982	
ENSG00000214174		1.4937139	
ENSG00000105875		1.4907222	
ENSG00000213839		1.4863123	
ENSG00000135540		1.4679674	
ENSG00000117724		1.4667134	
ENSG00000180385		1.466462	
ENSG00000240032		1.463101	
ENSG00000132005		1.4566519	
ENSG00000008441		1.4554883	
ENSG00000077157		1.4496639	
ENSG00000126883		1.4494591	
ENSG00000093167		1.4480553	
ENSG00000177084		1.4474252	
ENSG00000109819		1.4451219	
ENSG00000169184		1.4436306	
ENSG00000078687		1.4434373	
ENSG00000091656		1.4429836	
ENSG00000213080		1.4417626	
ENSG00000088387		1.4398875	
ENSG00000230673		1.4340138	
ENSG00000172493		1.4244975	
ENSG00000277998		1.4192835	
ENSG00000237489		1.4150717	
ENSG00000090020		1.410676	
ENSG00000081059		1.4088628	
ENSG00000125462		1.3950368	
ENSG00000197299		1.3923903	
ENSG00000166575		1.3784319	
ENSG00000140948		1.3778255	
ENSG00000157514		1.3682909	
ENSG00000204815		1.3660052	
ENSG00000183401		1.360557	
ENSG00000140526		1.359959	
ENSG00000172273		1.357725	
ENSG00000171320		1.3551997	
ENSG00000175213		1.3468189	
ENSG00000196705		1.3466803	
ENSG00000198105		1.3440958	
ENSG00000007080		1.3365504	
ENSG00000166845		1.3348135	
ENSG00000166987		1.3311515	
ENSG00000124942		1.3192168	
ENSG00000226310		1.3190839	
ENSG00000269044		1.3127856	
ENSG00000188786		1.3114568	
ENSG00000146410		1.3089896	
ENSG00000266993		1.3073803	
ENSG00000129810		1.2887324	
ENSG00000257576		1.2878478	
ENSG00000154781		1.2856386	
ENSG00000100749		1.2818452	
ENSG00000180376		1.2784044	
ENSG00000095637		1.2778429	
ENSG00000198093		1.277818	
ENSG00000132510		1.276565	
ENSG00000196535		1.2749037	
ENSG00000160613		1.2747213	
ENSG00000240429		1.2700052	
ENSG00000223745		1.2690204	
ENSG00000076201		1.2689983	
ENSG00000260160		1.2684844	
ENSG00000141905		1.2668709	
ENSG00000143842		1.2587998	
ENSG00000088876		1.2543323	
ENSG00000227500		1.2542084	
ENSG00000174718		1.2518196	
ENSG00000186017		1.2504714	
ENSG00000262860		1.2484485	
ENSG00000198695		1.2465895	
ENSG00000163507		1.2450877	
ENSG00000010810		1.2430328	
ENSG00000204514		1.2415653	
ENSG00000227671		1.2362602	
ENSG00000108509		1.2323543	
ENSG00000177602		1.2321303	
ENSG00000185567		1.2300322	
ENSG00000165029		1.2296813	
ENSG00000118402		1.2259183	
ENSG00000006459		1.2247483	
ENSG00000183199		1.2238889	
ENSG00000197380		1.222259	
ENSG00000105072		1.2162411	
ENSG00000176046		1.2161441	
ENSG00000109118		1.2134322	
ENSG00000092853		1.2097908	
ENSG00000136982		1.2086554	
ENSG00000173848		1.2059168	
ENSG00000172878		1.2058572	
ENSG00000079156		1.197018	
ENSG00000181544		1.1963422	
ENSG00000172687		1.1956346	
ENSG00000172159		1.1887487	
ENSG00000013810		1.1818584	
ENSG00000144554		1.180724	
ENSG00000175471		1.176269	
ENSG00000125430		1.1728141	
ENSG00000125848		1.1654586	
ENSG00000164989		1.1636077	
ENSG00000180357		1.1614525	
ENSG00000198157		1.1571177	
ENSG00000196313		1.1569641	
ENSG00000139197		1.1552848	
ENSG00000198912		1.1528431	
ENSG00000175662		1.1509564	
ENSG00000117877		1.1500736	
ENSG00000060237		1.1500711	
ENSG00000175567		1.1495332	
ENSG00000140443		1.1424699	
ENSG00000138180		1.1409411	
ENSG00000111247		1.1373701	
ENSG00000275055		1.1356773	
ENSG00000131845		1.1329237	
ENSG00000068654		1.1312118	
ENSG00000160781		1.1261643	
ENSG00000255389		1.1240441	
ENSG00000255129		1.1239873	
ENSG00000076641		1.123146	
ENSG00000140750		1.1179073	
ENSG00000091651		1.1142782	
ENSG00000231551		1.1137253	
ENSG00000186815		1.1134955	
ENSG00000138658		1.1053603	
ENSG00000167216		1.1048434	
ENSG00000225975		1.1027437	
ENSG00000267106		1.100719	
ENSG00000176714		1.0996627	
ENSG00000105497		1.0977794	
ENSG00000085433		1.0969747	
ENSG00000118620		1.0968369	
ENSG00000151176		1.0953777	
ENSG00000146006		1.0947059	
ENSG00000010165		1.093499	
ENSG00000131016		1.0932075	
ENSG00000171649		1.0909044	
ENSG00000226564		1.0858248	
ENSG00000189144		1.0848682	
ENSG00000218891		1.0843745	
ENSG00000226964		1.0823802	
ENSG00000139618		1.0810333	
ENSG00000103657		1.0777392	
ENSG00000186907		1.0767972	
ENSG00000271204		1.0732461	
ENSG00000079432		1.0731498	
ENSG00000167637		1.0717406	
ENSG00000172748		1.071179	
ENSG00000272009		1.0706706	
ENSG00000110514		1.068896	
ENSG00000172888		1.0688881	
ENSG00000271383		1.0684493	
ENSG00000279289		1.0657806	
ENSG00000100629		1.0654263	
ENSG00000187790		1.0647906	
ENSG00000176208		1.0605727	
ENSG00000263731		1.0596808	
ENSG00000002016		1.0566131	
ENSG00000157895		1.0549786	
ENSG00000165868		1.0533994	
ENSG00000075218		1.0479347	
ENSG00000102543		1.0476865	
ENSG00000152404		1.0445213	
ENSG00000189091		1.0436133	
ENSG00000139734		1.0362573	
ENSG00000106404		1.0351839	
ENSG00000155158		1.0342058	
ENSG00000234444		1.0323784	
ENSG00000122390		1.0306613	
ENSG00000005007		1.026091	
ENSG00000167632		1.025851	
ENSG00000142528		1.0219595	
ENSG00000054118		1.0194834	
ENSG00000160298		1.0193914	
ENSG00000110104		1.0193856	
ENSG00000138778		1.01874	
ENSG00000219507		1.0178453	
ENSG00000165891		1.0168343	
ENSG00000104738		1.0167413	
ENSG00000243406		1.0155345	
ENSG00000162413		1.014252	
ENSG00000099330		1.0141717	
ENSG00000236698		1.0140876	
ENSG00000143294		1.013355	
ENSG00000198039		1.0132397	
ENSG00000064393		1.0132115	
ENSG00000187605		1.0129684	
ENSG00000250461		1.0120937	
ENSG00000172244		1.0119169	
ENSG00000234465		1.0111626	
ENSG00000171792		1.0096079	
ENSG00000143322		1.0094999	
ENSG00000125648		1.0063559	
ENSG00000113916		1.0055305	
ENSG00000185920		1.0034058	
ENSG00000271335		1.0025862	
ENSG00000090889		0.9952547	
ENSG00000102309		0.9952461	
ENSG00000099290		0.99247265	
ENSG00000205189		0.9876922	
ENSG00000166881		0.9857357	
ENSG00000112877		0.9855023	
ENSG00000251192		0.98540246	
ENSG00000247240		0.98394156	
ENSG00000010318		0.9836819	
ENSG00000140022		0.97982246	
ENSG00000170734		0.9798187	
ENSG00000184304		0.97930473	
ENSG00000158863		0.9782315	
ENSG00000173531		0.97643393	
ENSG00000142733		0.9756712	
ENSG00000100335		0.97290355	
ENSG00000181222		0.9726935	
ENSG00000177283		0.9708177	
ENSG00000146670		0.9706527	
ENSG00000205683		0.96984965	
ENSG00000169607		0.96975833	
ENSG00000198576		0.96970874	
ENSG00000148773		0.9692625	
ENSG00000249485		0.9669621	
ENSG00000273271		0.964255	
ENSG00000065328		0.9640168	
ENSG00000239887		0.9613805	
ENSG00000093009		0.9608769	
ENSG00000103043		0.9595568	
ENSG00000276802		0.9591772	
ENSG00000205208		0.95816135	
ENSG00000041802		0.95757854	
ENSG00000185621		0.9572587	
ENSG00000139437		0.95558286	
ENSG00000143476		0.9554026	
ENSG00000144445		0.95184386	
ENSG00000090615		0.95153594	
ENSG00000248866		0.9514454	
ENSG00000225630		0.9510022	
ENSG00000213398		0.95040137	
ENSG00000174206		0.94676113	
ENSG00000224424		0.9453877	
ENSG00000164494		0.94510245	
ENSG00000131711		0.94427645	
ENSG00000167280		0.94332296	
ENSG00000110721		0.94197863	
ENSG00000119703		0.9395452	
ENSG00000189223		0.93764025	
ENSG00000159216		0.9369366	
ENSG00000198121		0.9322414	
ENSG00000080371		0.9304894	
ENSG00000117010		0.9302441	
ENSG00000065413		0.92947775	
ENSG00000189308		0.9285828	
ENSG00000140386		0.92819554	
ENSG00000074356		0.9258687	
ENSG00000055483		0.9254408	
ENSG00000249459		0.9243063	
ENSG00000148143		0.9217407	
ENSG00000101057		0.9213361	
ENSG00000176225		0.92073333	
ENSG00000182405		0.920491	
ENSG00000249709		0.9180142	
ENSG00000102384		0.917302	
ENSG00000197808		0.91659445	
ENSG00000105726		0.91609025	
ENSG00000175309		0.9139398	
ENSG00000157510		0.913518	
ENSG00000152223		0.913288	
ENSG00000130723		0.9124269	
ENSG00000143507		0.9105238	
ENSG00000014138		0.90921384	
ENSG00000182606		0.90824306	
ENSG00000099899		0.9053854	
ENSG00000187535		0.9041728	
ENSG00000116106		0.90206236	
ENSG00000106066		0.9014895	
ENSG00000008710		0.9014265	
ENSG00000279267		0.90086335	
ENSG00000257337		0.89978296	
ENSG00000085644		0.8996002	
ENSG00000215039		0.8979118	
ENSG00000136861		0.89689016	
ENSG00000256229		0.8964899	
ENSG00000153721		0.89590734	
ENSG00000280120		0.8955882	
ENSG00000160072		0.8947358	
ENSG00000114796		0.8942517	
ENSG00000149577		0.89423496	
ENSG00000121297		0.89411634	
ENSG00000235884		0.8937331	
ENSG00000074582		0.8936936	
ENSG00000144233		0.89272195	
ENSG00000141867		0.8924336	
ENSG00000179455		0.89192146	
ENSG00000122299		0.89147794	
ENSG00000230590		0.8910309	
ENSG00000121152		0.89047414	
ENSG00000123485		0.8899011	
ENSG00000256092		0.88572836	
ENSG00000177463		0.88540953	
ENSG00000110881		0.8848242	
ENSG00000111206		0.88301957	
ENSG00000151967		0.8822784	
ENSG00000276256		0.88201016	
ENSG00000157350		0.8819829	
ENSG00000153107		0.88151956	
ENSG00000049618		0.88129526	
ENSG00000140941		0.8811462	
ENSG00000139625		0.8811255	
ENSG00000248527		0.8806587	
ENSG00000170776		0.88027734	
ENSG00000182923		0.879231	
ENSG00000183763		0.8783528	
ENSG00000073614		0.8770622	
ENSG00000120647		0.876123	
ENSG00000280187		0.87601244	
ENSG00000038219		0.87584114	
ENSG00000167670		0.87405324	
ENSG00000186312		0.8726881	
ENSG00000109171		0.8725509	
ENSG00000198929		0.8720467	
ENSG00000133065		0.87143224	
ENSG00000127527		0.8706289	
ENSG00000167491		0.87059397	
ENSG00000129028		0.86988103	
ENSG00000133302		0.8695931	
ENSG00000197016		0.8694454	
ENSG00000149639		0.8674076	
ENSG00000124772		0.8673512	
ENSG00000107959		0.8668529	
ENSG00000235173		0.8666694	
ENSG00000130299		0.8646659	
ENSG00000022976		0.8643528	
ENSG00000203760		0.8634243	
ENSG00000173599		0.86246043	
ENSG00000196268		0.8622178	
ENSG00000051009		0.86175984	
ENSG00000174371		0.8608149	
ENSG00000183023		0.8606983	
ENSG00000166340		0.8603197	
ENSG00000049759		0.8550842	
ENSG00000171105		0.8546093	
ENSG00000072840		0.8534844	
ENSG00000078699		0.85252535	
ENSG00000146918		0.8516333	
ENSG00000260806		0.8515349	
ENSG00000163684		0.851187	
ENSG00000113194		0.8509089	
ENSG00000115993		0.8503957	
ENSG00000204334		0.84878314	
ENSG00000146648		0.8472265	
ENSG00000198865		0.84626526	
ENSG00000196935		0.84543216	
ENSG00000164576		0.8450948	
ENSG00000198888		0.84498435	
ENSG00000088367		0.8448699	
ENSG00000170088		0.8445298	
ENSG00000161298		0.84136325	
ENSG00000151725		0.8412363	
