Gene	Preston5	Walton64	K26	K17	Walton10	Walton19	K22	R111	Preston7	Preston24	K34	Walton82	s357	s181	s259	R112	K21	s326	Walton46	Camb2	Walton14	R003	K12	R005	HF2829	K14	K36	Walton50	s279	R113	s309	s123	K30	H043_63R6	Camb4	R095	H043_LNWEGT	s151	Walton63	s402	Leeds28	Walton59	R099	Preston22	R102	R010	R002	AD22	H043_4PGF	R006	HF2934	H043_6F91	R104	H043_D9MRCY	H043_GKS176	R107	s383	H043_ZMHY	K37	Preston27	Camb12	R110	K27	Walton2	Walton3	Preston16	s295	HF3162	R109	Camb8	Leeds105	H043_PWC258	Walton71	AD20	H043_BU96	Leeds106	Preston34	K32	R108	Preston30	R106	Leeds101	H043_W99H5K	Walton8	R009	K16	R007	Camb9	R008	K15	H043_GESMJV	s341	HF2998	Preston10	Preston36	H043_XACH	H043_N7LCPV	Camb7	R101	R001	H043_DSX2	Walton84	Walton67	K20	Walton43	Walton55	H043_XG4KY2	H043_5VWP	Camb10	s245	R100	s139	K06	Walton5	Walton62	Camb13	K24	HF2919	AD23	AD21
ADA2	1.0	1.0	---	1.0	0.01923077	0.999	1.0	0.998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	0.81103164	1.0	1.0	1.0	1.0	0.9964455	0.23529412	1.0	0.10451978	1.0	1.0	1.0	0.27553445	1.0	---	1.0	0.97471553	1.0	0.99404764	0.9939271	1.0	1.0	0.9634518	0.9399185	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.3845339	1.0	---	1.0	1.0	0.9989154	0.31132075	0.01001001	---	0.999	0.984326	1.0	1.0	1.0	0.63023496	0.7650794	1.0	1.0	1.0	1.0	0.13580246	1.0	1.0	0.9928401	1.0	1.0	1.0	1.0	0.6234097	1.0	0.0	0.71231425	1.0	1.0	1.0	---	0.8782051	1.0	1.0	1.0	0.76582915	0.33333334	1.0	1.0	1.0	0.999	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.033557046	1.0	1.0	1.0	1.0	1.0	1.0	0.9346314	1.0	---	1.0	1.0	1.0	0.99898064	1.0	1.0	1.0
AEBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF1	1.0	1.0	1.0	1.0	---	1.0	0.4071341	1.0	---	1.0	1.0	1.0	---	---	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	0.544	---	---	1.0	1.0	1.0	1.0	0.9965278	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	---	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.768	1.0	---	---	1.0	1.0	0.10414334	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	---	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	---	1.0	---	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	0.0	---	1.0	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	0.8757576	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AFF4	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	---	1.0	1.0	1.0	---	---	1.0	---	1.0	1.0	1.0	---	1.0	1.0	1.0	---	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	---	1.0	0.0	1.0	1.0	1.0	---	---	1.0	1.0	---	---	1.0	1.0	0.66628957	0.963	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	---	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	---	1.0	---	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	0.0	---	---	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	1.0	---	1.0	1.0
AGO1	1.0	1.0	---	1.0	---	1.0	0.0	0.014	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	---	---	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.566	---	1.0	1.0	1.0	---	0.0	1.0	---	1.0	1.0	---	0.069	---	1.0	1.0	1.0	0.0	0.6	0.99	1.0	1.0	1.0	1.0	1.0	---	0.0	1.0	1.0	1.0	1.0	1.0	0.9797657	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	---	---	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	---	---	0.999	1.0	1.0	1.0	1.0	0.25714287	---	1.0	1.0	1.0	---	---	1.0	1.0	1.0	1.0	1.0	0.081527345	1.0	---	1.0	1.0	1.0	1.0	---	1.0	0.0
AGO2	1.0	1.0	---	0.5310854	0.5833333	0.987	0.0	0.0	0.9527027	1.0	1.0	1.0	---	0.8467742	1.0	0.615	0.8074074	1.0	1.0	1.0	1.0	1.0	0.97029704	1.0	0.9782609	0.6920821	0.01	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.9165701	0.0	1.0	1.0	0.0	0.11077236	---	1.0	0.867	0.50152284	0.0	1.0	0.959	1.0	0.013	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.96387285	1.0	1.0	1.0	1.0	0.8160804	0.95080215	1.0	1.0	---	0.0010224949	1.0	0.5298507	---	1.0	1.0	1.0	1.0	1.0	0.7937938	1.0	1.0	1.0	1.0	0.291	1.0	0.4874875	0.09109109	0.9273461	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98712444	1.0	1.0	0.17154256	1.0	---	1.0	1.0	0.9777553	0.45025125	---	0.51799345	0.0
AHR	1.0	1.0	1.0	1.0	---	1.0	0.2936118	1.0	---	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	---	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	---	1.0	1.0	---	---	0.0	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.993	1.0	0.997	1.0	1.0	1.0	1.0	1.0	1.0	0.998	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	---	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	0.6438356	---	1.0	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AHRR	0.733	0.99691355	1.0	1.0	0.9883721	1.0	0.09772728	0.91	1.0	1.0	1.0	0.20526315	1.0	0.992126	0.8359621	1.0	0.48681056	1.0	0.9953917	0.21428572	1.0	1.0	1.0	0.029850746	1.0	0.43920594	1.0	1.0	0.997	0.18534483	1.0	0.875	0.9978142	1.0	1.0	1.0	0.99893504	1.0	1.0	0.9946179	0.80042917	1.0	0.021363175	0.99245286	1.0	1.0	0.99382716	0.33333334	0.42294714	0.9989648	1.0	0.9979716	1.0	0.43855423	0.34380454	0.6969697	1.0	0.9569138	0.99708456	1.0	0.9988987	0.8719723	0.29144096	0.06779661	0.998999	1.0	0.49587628	1.0	0.84006464	0.9620853	0.996	0.4375	1.0	1.0	1.0	0.79473686	0.90668523	0.99682873	0.88235295	0.41942605	0.6549649	1.0	1.0	0.999	1.0	0.35775128	1.0	0.9951691	0.53483605	0.85714287	0.9797571	1.0	0.99490446	0.953954	1.0	1.0	1.0	0.9891068	0.8624031	1.0	0.9918946	0.85795456	0.99464285	0.45971563	1.0	0.981	1.0	0.5291971	0.998999	0.997	1.0	1.0	---	0.996	0.994995	1.0	0.9926548	1.0	0.79820627	1.0
AMH	0.37935174	0.07613169	0.09920635	0.22394678	0.94911504	0.5482456	0.667364	0.5125	1.0	0.9773196	0.97115386	0.37011495	0.7597841	0.86180425	0.9713193	0.6967456	0.29783693	0.11013986	0.49484536	0.34640524	0.1770335	0.954323	0.2477396	0.7592593	0.91237116	0.9402985	0.5539419	0.50643086	0.35964912	0.33814433	0.90288717	0.37936267	0.59965634	0.13019891	0.24077329	0.12075472	0.7931624	0.7610837	0.98717946	0.9872449	0.60097325	0.7960688	0.16531605	0.9809524	0.47887325	0.8152381	0.30857143	0.51842105	0.22321428	0.92751235	0.8867925	0.8419453	0.97012305	0.64440435	0.96168584	0.1981132	0.98640484	0.3710145	0.8545082	0.5413451	0.70098037	0.66906476	0.615016	0.2792453	0.96575344	0.6898839	0.86645466	0.53238547	0.8734694	0.7798354	0.97590363	0.73913044	0.6126126	0.51898736	0.977492	0.9661319	0.3474427	0.71710527	0.01608579	0.84514433	1.0	0.4007421	0.994429	0.2046332	0.42193308	0.3444882	0.9853138	0.96135265	0.9965928	0.9009434	0.5165165	0.8894472	0.97666067	0.6405694	0.42105263	0.7366947	0.9916667	0.9847328	0.4269006	0.5275229	0.85693216	0.86797065	0.8610039	0.6748879	0.055690072	0.79761904	0.7906977	0.86466163	0.8370607	0.35585585	0.9009009	0.57439023	0.38723403	0.9772985	1.0	0.9682805	0.5581015	0.21661721	0.3561947	0.6007533
APC	1.0	1.0	---	1.0	0.0	1.0	0.5911854	1.0	1.0	1.0	---	1.0	1.0	1.0	1.0	1.0	1.0	0.965966	1.0	1.0	---	---	1.0	---	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	0.0	1.0	1.0	1.0	---	---	0.9749248	1.0	1.0	---	1.0	0.019250253	0.8085992	0.0	1.0	1.0	0.86868685	1.0	1.0	1.0	0.001003009	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	---	---	0.9709419	1.0	1.0	---	---	1.0	1.0	1.0	1.0	0.422	---	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	0.009416196	---	---	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	---	1.0	1.0	1.0	0.993	---	0.4228395	1.0
