Gene	Preston5	Walton64	K26	K17	Walton10	Walton19	K22	R111	Preston7	Preston24	K34	Walton82	s357	s181	s259	R112	K21	s326	Walton46	Camb2	Walton14	R003	K12	R005	HF2829	K14	K36	Walton50	s279	R113	s309	s123	K30	H043_63R6	Camb4	R095	H043_LNWEGT	s151	Walton63	s402	Leeds28	Walton59	R099	Preston22	R102	R010	R002	AD22	H043_4PGF	R006	HF2934	H043_6F91	R104	H043_D9MRCY	H043_GKS176	R107	s383	H043_ZMHY	K37	Preston27	Camb12	R110	K27	Walton2	Walton3	Preston16	s295	HF3162	R109	Camb8	Leeds105	H043_PWC258	Walton71	AD20	H043_BU96	Leeds106	Preston34	K32	R108	Preston30	R106	Leeds101	H043_W99H5K	Walton8	R009	K16	R007	Camb9	R008	K15	H043_GESMJV	s341	HF2998	Preston10	Preston36	H043_XACH	H043_N7LCPV	Camb7	R101	R001	H043_DSX2	Walton84	Walton67	K20	Walton43	Walton55	H043_XG4KY2	H043_5VWP	Camb10	s245	R100	s139	K06	Walton5	Walton62	Camb13	K24	HF2919	AD23	AD21
ADA2	-5.6218266	-6.8578258	-6.0222373	-6.2575817	-5.3129406	-5.641941	-2.9240086	-3.527962	-5.6325817	-6.371947	-6.2126307	-4.319905	-6.314217	-4.772722	-4.609408	-4.2767525	-6.1284223	-4.6830564	-6.3699584	-5.164934	-5.6355033	-6.6643147	-3.2828772	-5.807526	-6.626784	-4.7370973	-4.515877	-5.9432645	-6.3868103	-2.611117	-7.151685	-5.1769733	-5.8699408	-6.4091663	-6.9569325	-7.045397	-4.211158	-5.042313	-6.8843813	-6.7673144	-5.306219	-6.2672544	2.0487945	-6.539003	-6.4528337	-5.777298	-6.4399433	-5.3881197	-6.426791	-4.1392703	-6.6021214	-5.671121	-5.1049395	-4.9849105	-7.1822977	2.3982227	-4.3113713	-5.840303	-5.481235	-3.8335464	-7.031237	-5.1229763	-5.052678	-4.8420324	-5.290924	-4.1902814	-7.531571	-6.8856845	-3.4110513	-6.5320044	-6.285383	-5.5561523	-5.980317	-5.2099595	-6.9818635	-6.347095	-6.237402	-6.087393	-4.3952575	-4.916101	-6.4530945	-7.1611123	-5.8017163	-6.988609	-3.9389858	-6.851877	-7.057793	-5.9623747	-4.914084	-5.7969007	-6.2326674	-5.9475713	-5.6615357	-4.563809	-4.6244397	-4.0342445	-4.5527396	-7.166679	-3.3861	-5.5705767	-5.903239	-6.1844144	-6.4739203	-4.6196666	-5.2553167	-6.022237	-7.1187735	-5.5238523	-6.5395374	-6.340594	-3.855673	-6.2504554	-6.6797338	3.582246	-6.934159	-6.513142	-3.5305297	-5.6647925	-4.572121	-3.8293784
AEBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF1	-21.326626	-18.943125	-18.820004	-18.552286	-13.057207	-21.298038	-14.126311	-10.062851	-20.7861	-21.640142	-17.318579	-17.188473	-19.869522	-16.544514	17.842283	-15.986855	-22.70581	-18.011953	-21.428686	-18.547737	-18.724316	-19.074005	-12.604633	-20.510952	-20.435295	-17.951078	-17.108688	-19.512436	-18.9167	-12.84888	-24.01837	-17.622974	-17.765823	-16.997864	-19.833754	-19.135786	-11.851052	-15.003983	-20.053446	-20.231178	-16.892416	-19.313698	9.964059	-20.750914	-17.725277	-21.135075	-17.63023	-16.720787	-13.967881	15.978952	-23.962194	-18.93173	-17.214006	-14.195013	-22.18098	-12.015198	-17.292461	-14.905106	-19.19032	17.310495	-21.741756	-18.562086	-17.378551	-20.565756	-22.366621	-20.532743	-21.470787	-22.276371	-16.362705	-19.199623	-23.200052	-17.29203	-22.06517	-12.429112	-18.377186	-21.868586	-18.480326	-19.529139	-16.920862	-17.495512	-26.840582	-20.550848	-17.24146	-17.09172	-16.151056	-22.330502	-21.355953	-20.25916	-20.12959	-20.06681	-19.09529	-20.230532	-20.44662	-18.55836	-22.014578	-13.262762	-14.117332	-22.881575	-15.085472	-17.864458	-17.8998	-20.303623	-21.93352	-11.528638	-19.871729	-19.894308	-20.39088	-17.14538	-20.577503	-18.887402	14.011554	-22.325523	-21.058302	-17.319613	-22.536158	-20.51496	13.939719	-17.308662	-10.201864	-13.141513
AFF4	-22.452267	-20.041634	-19.845089	-20.015915	-15.311411	-22.332655	-14.409872	-11.647511	-22.65559	-23.095257	-18.602064	-17.868093	-21.581608	-16.568995	18.732716	-16.9772	-23.702703	-18.351881	-22.043467	-19.344143	-19.526161	-20.650429	-13.9638815	-22.43905	-21.82729	-19.407852	-19.046694	-20.720917	-20.734144	-13.518643	-25.666124	-18.656677	-21.130192	-18.390257	-21.885225	-21.576773	-13.20378	-16.696945	-21.773136	-20.720036	-18.779627	-20.332653	10.140437	-21.389408	-19.723358	-22.046356	-19.678303	-18.67132	-15.34488	17.152754	-24.353214	-20.15756	-18.142231	-14.505083	-24.556252	-11.915514	-17.125416	-15.635479	-20.369408	-17.987326	-22.289915	-21.16379	-18.523195	-21.448044	-23.555313	-20.929478	-23.579006	-24.512764	-16.904995	-20.01952	-24.172491	-19.043919	-23.6874	-13.890947	-19.260338	-23.140627	-20.046373	-20.491604	-18.753506	-18.49622	-28.671104	-21.610039	-18.403854	-19.146011	-17.392326	-23.582033	-23.27285	-21.536858	-21.685188	-22.08401	-20.157589	-21.53237	-21.973646	-20.236774	-24.116203	-14.819063	-14.726592	-23.967299	-15.654039	-20.41848	-19.081316	-21.910069	-23.885023	-13.253881	-21.72682	-21.706522	-21.905672	-18.940928	-22.222256	-20.070086	14.536339	-24.429539	-23.678774	-18.71036	-23.6253	-22.577354	14.093378	-19.266207	-11.8468	-13.665041
AGO1	-14.795705	-14.016949	-14.510564	-13.917708	-10.447818	-14.437837	-7.154575	-5.6501465	-13.512195	-15.71492	-14.669373	-11.886953	-14.257007	-11.649823	12.267527	-11.616686	-16.291397	-11.732866	-14.906191	-12.095263	-13.273047	-14.008042	-8.543585	-15.400517	-15.767102	-13.359033	-12.475542	-13.706914	-15.518849	-8.312464	-17.673315	-13.743346	-15.60308	-12.882903	-15.114073	-15.539658	-8.1349745	-11.621649	-15.969149	-14.764929	-11.206303	-13.024186	6.6337643	-14.407749	-13.454733	-13.728556	-14.67016	-13.321734	-10.180993	11.918199	-18.16353	-13.560739	-14.330885	-8.514152	-16.432009	-9.44952	-12.212748	-10.68546	-14.41462	11.285263	-14.791832	-14.745274	-9.664595	-12.927892	-15.279906	-12.849761	-16.536924	-17.82508	-11.9681225	-14.802076	-17.141079	-13.287824	-15.305651	-11.157327	-13.867762	-15.036426	-13.07605	-15.486044	-13.265616	-11.498941	-18.29264	-15.172585	-11.019352	-13.539801	-11.490135	-15.330969	-15.941313	-14.860121	-14.607839	-14.975624	-15.292624	-15.212499	-15.588775	-11.74501	-17.26077	-10.110504	-8.374003	-15.406606	-10.459765	-13.812415	-12.403388	-14.720691	-15.097298	-10.2947	-13.568655	-14.4230585	-14.722582	-12.526317	-14.700881	-13.902836	8.04086	-16.497614	-16.081635	-10.464564	-15.9931	-15.837122	-8.374182	-13.989537	-9.22357	-8.894631
AGO2	-5.8257737	-5.1207933	-5.245481	-4.896092	-4.001154	-4.059732	-1.7887708	2.132942	-5.267304	-6.6469493	-5.778318	-4.027598	-5.680955	-4.261532	-4.5433936	-3.1972394	-6.0191503	-4.6677437	-5.736516	-4.77109	-5.1655827	-4.8524623	-3.1154287	-5.4279113	-4.9998713	-5.554616	-3.646565	-4.975298	-5.7316318	2.3755193	-7.0386505	-5.4605937	-5.5485034	-5.9116406	-5.05906	-5.7204576	-2.0757346	-4.6903505	-5.490318	-5.6052146	-4.700033	-5.6493745	2.4521174	-5.1685724	-4.728767	-4.3101916	-5.915353	-4.631904	-4.772148	-4.790863	-6.668765	-4.3183565	-5.0857987	-2.5865653	-6.0561805	-4.132457	-4.2792435	-3.1375585	-4.489866	-3.9223342	-6.1363974	-5.300714	-3.4261918	-4.622243	-5.0768886	-5.228811	-6.44196	-7.130679	-4.6681457	-6.022535	-5.788277	-5.487497	-5.5724506	-5.037004	-4.7789884	-5.311086	-4.9441957	-6.055628	-4.0530806	-3.6613877	-6.583223	-5.397661	-4.6871943	-5.847051	-4.2846274	-5.769981	-5.614893	-5.4352703	-5.744951	-5.6960926	-5.5623713	-5.2834973	-5.546753	-3.7604616	-6.361526	-3.2259276	-3.1851604	-5.6159973	-3.3435473	-5.2372856	-5.059602	-5.617071	-5.4721975	-4.4806466	-5.354653	-5.675738	-5.5363812	-4.984454	-5.175418	-4.961997	-3.0474117	-5.310338	-6.2018795	-4.5285716	-6.409797	-6.1527743	2.5169556	-4.6510234	-3.0544105	-3.4478633
AHR	-19.441359	-16.923973	-15.918523	-15.798485	-12.440222	-19.084215	-12.417338	-8.461652	-18.084574	-20.173943	-15.769297	-14.685801	-16.48647	-14.083413	15.843777	-13.537883	-19.2504	-13.466107	-17.67348	-15.734093	-15.843275	-17.317812	-11.169125	-17.941673	-18.987438	-16.153448	-16.25036	-17.53846	-17.528011	-11.22772	-20.577131	-16.77385	-17.27466	-16.443544	-18.64136	-18.553833	-11.217595	-13.486432	-19.038027	-18.122375	-15.361284	-16.48379	8.925161	-18.203457	-16.383255	-17.603418	-16.264956	-15.214649	-12.884676	14.777375	-21.413319	-16.576868	-16.869137	-12.766687	-19.043453	-10.084405	-14.269285	-13.612523	-16.815372	14.776314	-17.637867	-17.72438	-14.303413	-17.766422	-19.603243	-17.040857	-19.46048	-20.656628	-14.279971	-17.872223	-20.293497	-15.861486	-19.31775	-11.634473	-15.895875	-19.613422	-16.707	-16.467194	-15.52174	-16.481161	-23.845583	-19.32171	-15.08095	-15.687238	-13.365695	-19.646166	-19.263136	-18.00059	-17.623713	-18.713829	-16.981955	-18.694693	-17.882282	-16.30038	-21.153896	-12.56696	-11.876951	-20.098055	-12.639748	-16.037691	-15.903157	-18.448849	-18.96966	-11.895924	-17.938982	-18.630442	-17.812378	-16.033737	-17.69311	-15.971355	12.771321	-20.050785	-19.690868	-15.121791	-19.788834	-18.410683	12.033422	-16.056858	-10.833486	-11.499506
AHRR	-3.0698981	-2.7096305	-3.834774	-2.5616894	-2.2192478	-3.9331565	-1.670904	-2.1185715	-3.938641	-3.2484841	-2.7438183	-2.1196377	-3.7648947	-2.788088	-2.4662476	-2.9367497	-3.179106	-3.5135052	-2.6756089	-2.538963	-3.16094	-3.102378	-2.043799	-3.1846828	-3.7273705	-2.7723212	-3.0070093	-3.423491	-3.1880708	-1.857567	-3.3794982	-1.9521753	-3.3694398	-4.1381598	-3.1673818	-3.375118	-1.7998059	-3.176435	-4.1848564	-3.103678	-2.8071084	-3.5702448	-2.1818206	-2.484101	-3.291994	-3.220024	-2.9397192	-2.0141373	-2.2384794	2.2118	-4.1674795	-2.5345166	-2.7284014	-1.6558871	-2.5960844	-2.1882484	-2.6056023	-1.9457146	-2.4221234	-3.50967	-2.832475	-3.2407954	-1.7193067	-2.4060056	-2.7484329	-3.1867774	-3.153168	-3.173928	1.7982781	-2.8247757	-3.7148602	-2.5588658	-3.7399013	-2.110233	-3.8559625	-3.1155922	-3.1019032	-3.2223728	-2.988982	-2.1939282	-4.318448	-3.7338371	-3.7816129	-2.9627807	-2.5957832	-3.0089767	-3.4617286	-3.031857	-2.4893827	-2.5422103	-3.2775648	-2.9490416	-2.4861453	-3.1068878	-3.7847497	-2.5159268	-2.772433	-3.6866448	-1.8339261	-2.5486894	-3.4727213	-2.7802813	-3.1763756	-2.477659	-3.0245323	-2.7266834	-3.816416	-2.9944613	-2.4482865	-2.4648712	-2.3998034	-2.6854177	-3.310644	-2.8444126	-3.0609212	-3.1695373	-1.9002839	-2.710797	-1.8146875	-2.7794647
AMH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APC	-10.506743	-10.609205	-9.594059	-9.59798	-8.628138	-9.887486	-5.4133515	-5.7569857	-10.3328705	-10.976126	-10.251552	-8.076334	-10.35255	-8.106276	-8.460619	-7.526941	-11.215536	-7.8087745	-9.764408	-8.420392	-9.562445	-11.333454	-5.8474293	-10.258956	-11.117301	-8.278195	-7.5768337	-9.938276	-10.792679	-4.347339	-11.220815	-9.359433	-10.262662	-11.796883	-11.613713	-12.751932	-5.9484725	-9.43828	-11.795546	-12.336446	-8.285098	-8.978952	3.5115135	-9.82886	-10.415686	-9.68587	-10.965483	-9.110302	-9.978139	-8.226507	-11.957987	-9.117848	-9.018225	-6.693684	-11.873183	3.6443927	-7.299386	-8.285133	-10.203262	-7.6438246	-10.925193	-9.959171	-8.179644	-9.455312	-9.117186	-7.957759	-12.682153	-12.582962	-6.261278	-10.907509	-10.542206	-9.461917	-9.931104	-9.733394	-11.284093	-9.601914	-9.083042	-11.197155	-8.391838	-8.866248	-10.873235	-12.2170725	-9.715008	-10.645401	-7.216598	-11.641102	-11.6240225	-7.944665	-9.429843	-9.8461895	-10.504439	-10.4834175	-9.958882	-7.754096	-10.295551	-6.436358	-7.486664	-10.773082	-6.148316	-8.798292	-9.613834	-10.338804	-11.385427	-8.191766	-9.238376	-10.575601	-11.050884	-9.570225	-10.070689	-10.433324	-6.005079	-11.719942	-11.843406	-7.142746	-10.267231	-12.167562	-5.627858	-8.410447	-7.967573	-6.386662
