Gene	Preston5	Walton64	K26	K17	Walton10	Walton19	K22	R111	Preston7	Preston24	K34	Walton82	s357	s181	s259	R112	K21	s326	Walton46	Camb2	Walton14	R003	K12	R005	HF2829	K14	K36	Walton50	s279	R113	s309	s123	K30	H043_63R6	Camb4	R095	H043_LNWEGT	s151	Walton63	s402	Leeds28	Walton59	R099	Preston22	R102	R010	R002	AD22	H043_4PGF	R006	HF2934	H043_6F91	R104	H043_D9MRCY	H043_GKS176	R107	s383	H043_ZMHY	K37	Preston27	Camb12	R110	K27	Walton2	Walton3	Preston16	s295	HF3162	R109	Camb8	Leeds105	H043_PWC258	Walton71	AD20	H043_BU96	Leeds106	Preston34	K32	R108	Preston30	R106	Leeds101	H043_W99H5K	Walton8	R009	K16	R007	Camb9	R008	K15	H043_GESMJV	s341	HF2998	Preston10	Preston36	H043_XACH	H043_N7LCPV	Camb7	R101	R001	H043_DSX2	Walton84	Walton67	K20	Walton43	Walton55	H043_XG4KY2	H043_5VWP	Camb10	s245	R100	s139	K06	Walton5	Walton62	Camb13	K24	HF2919	AD23	AD21
ADA2	-0.44405043	-0.66289026	---	-0.9214314	-1.1796623	-0.73715484	0.82635003	0.63353753	0.6464499	-0.5867073	-0.6952124	-0.7254418	---	-0.86981463	0.6083641	---	0.7105808	-1.0132684	-0.8021521	-0.6124368	0.5696218	0.45772952	0.85727143	1.11375	0.7917548	1.1866192	0.6058244	0.61104375	-0.37552196	-0.97115093	-0.58263797	---	0.8617107	-0.80144155	0.5948262	-0.70202714	-0.6872058	-0.9014161	0.48787805	-0.80421656	-0.7234947	0.58574826	-1.5945411	0.7625117	-0.8411861	0.60631555	-0.6312115	0.51628697	-0.9848879	-0.67215955	---	-1.0477571	-0.93093747	0.68207186	-0.92891777	-1.3090559	---	0.50342864	-0.87452674	0.77857625	-0.8365922	0.67952025	-0.8503774	-0.81964344	0.42580804	0.70779324	-0.81249887	0.75769174	-1.241654	0.6642951	0.50548303	0.81809574	---	0.6179551	-0.6969166	-0.51446027	0.84223354	-0.71179694	1.3041202	-0.9177896	-0.5984231	0.5765764	-0.8387262	---	-0.98769915	0.67806536	-0.51113427	0.6547313	0.9051574	1.0832851	---	0.60476434	-0.64571434	---	0.6508219	-0.6423966	-1.0549628	0.5220224	1.3940823	-1.2839646	-0.9390872	-0.5388384	-0.6330501	-1.2083094	0.513343	-0.56203985	0.61448234	-0.70698816	0.53115064	0.42414984	-0.91865396	-0.53059787	---	-0.79515576	0.45279026	-0.7036584	0.69281	-0.8743768	0.5544817	0.79677117
AEBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF1	-0.4302159	-0.54310334	---	---	---	-0.5531415	0.72068137	0.5758732	-0.51936173	-0.39888275	0.52498424	0.53279984	---	---	0.635374	---	-0.3927564	-0.7728916	-0.4862886	---	---	0.40623572	0.948788	---	---	0.9105419	0.58640593	0.49278533	-0.5262537	-0.97166616	-0.57401395	0.5755108	-0.5402642	-0.6726734	0.6336815	-0.6535018	-0.6181682	---	0.4796872	-0.7454349	---	---	-1.4494444	0.46068263	-0.90618324	0.60173905	---	0.44469148	-0.9145479	0.6682917	---	---	0.69630903	0.66980165	-1.0639111	-0.899598	---	---	-0.57294583	0.6324902	0.3653504	-0.73985255	-0.6557617	-0.58587724	---	---	-0.75663	0.7248058	-0.66930354	0.46498284	0.32377866	0.84638464	-0.3191588	0.6298884	0.428374	0.570675	0.5983466	---	---	-0.7965394	-0.57257795	0.6668782	0.53302026	---	---	0.5746674	-0.4368958	---	0.5168317	---	0.5192567	-0.40891302	---	0.4242564	0.7776398	-0.5615813	---	---	1.2440239	---	---	---	0.4239033	---	0.47439522	-0.4787608	0.55066115	0.78594637	0.56141245	0.36260676	-0.94843274	-0.4989296	-0.32223937	-0.61777925	0.32835057	-0.50856376	0.5838543	0.42540652	---	0.78385454
AFF4	-0.35832265	-0.552734	-0.3185742	---	---	-0.5051591	0.65840495	0.54263663	---	0.34806472	0.39072073	0.5424045	---	---	0.6544649	---	-0.36589032	-0.8000884	-0.56534946	---	---	0.3606613	0.87456435	---	---	0.9930349	0.60640275	0.5413738	-0.4363173	-0.92819566	-0.5937056	0.5379604	-0.385917	-0.5037761	0.46296367	-0.56165606	-0.49163598	---	0.4020786	-0.65434694	---	---	-1.4871976	---	-0.7673117	0.62097514	---	---	-0.8195615	0.6766766	---	---	0.52281135	0.6685799	-1.0343817	-0.9757254	---	---	-0.60936666	0.6071955	0.37939295	-0.61588806	-0.7005642	-0.54024225	---	---	-0.7056478	0.58277416	-0.73887366	0.4372092	0.31854993	0.7551292	-0.31858805	0.5116874	0.39926597	0.6087177	0.5543441	---	---	-0.70181113	-0.5453659	0.6351828	0.5614882	---	---	0.45793915	-0.37394497	---	0.5663701	---	0.49478224	---	---	0.41869888	0.7291204	-0.51086706	---	-0.30013478	1.2735654	---	---	---	0.42822957	---	0.44625294	-0.4149873	0.46684107	0.658628	0.49245158	---	-0.849776	-0.4693928	---	-0.58106226	0.32071787	-0.47399038	0.5537479	---	-0.7047334	0.8326333
AGO1	-0.6510815	0.57055974	---	0.63900703	---	-0.69455606	1.3355262	0.8829118	-0.8302776	0.5691064	0.45290995	0.5822912	---	-1.1359104	0.7335281	0.54173124	-0.57298446	-0.7539373	-0.5527653	---	-0.48325086	0.53172535	0.8111041	---	---	-0.5530465	-0.73809683	0.5963198	-0.5254198	-1.0922685	-0.5028602	0.5593913	---	0.6149009	0.6325696	-0.67533153	-0.84601617	---	0.52985215	-0.6287336	-0.5645258	---	-1.7265007	-0.61796296	---	0.5762298	0.47847295	---	-0.90170026	---	0.33546704	---	0.64853996	1.0445336	-1.0085187	-0.9170834	0.46194342	0.59079385	-0.63433987	0.7199983	0.50772977	---	-1.123665	-0.8164181	---	-0.49396965	-0.6143333	0.59295124	0.68925935	0.6422112	0.445503	0.74199504	-0.52451056	0.5145436	0.52163935	0.73099697	0.6854661	---	---	-1.0621758	-0.64553475	0.79617023	0.5597502	---	---	-0.59591776	-0.44531456	---	0.68242794	---	0.60150474	---	---	0.7870424	0.6521114	-0.6913292	0.6911985	-0.6014196	1.0942963	---	0.5358576	-0.61833584	0.57432795	---	---	-0.5458976	-0.6026783	0.808263	0.45317143	0.50706834	-0.9619779	-0.4726616	---	-0.7528117	0.5052335	-0.5112922	0.71512914	---	0.75289965	-0.7799285
AGO2	-0.68002915	0.57125115	---	0.7623001	-0.95591843	-0.80470914	1.1966088	0.9999838	-0.7589804	-0.58844984	0.4934057	-0.6881312	---	-0.9874436	0.7554043	0.66116995	-0.87139827	-0.6814436	-0.6334099	-0.83534074	-0.56600595	0.68326944	-0.7583253	0.6883587	0.90101445	-0.63257223	-0.93905264	0.64653766	-0.5660774	-1.2826221	-0.5843598	0.7212036	-0.5435486	0.6801075	0.69063336	0.79621524	-1.160121	-0.67466724	0.44968158	-0.64874643	-0.5737465	0.7325663	-1.7402416	-0.7652773	1.0407505	-0.6994973	0.62880415	-1.0271933	-0.76853	0.59856766	0.5024913	0.54324794	0.86601615	1.2275873	-0.87984395	-0.9112416	0.5099119	0.8014116	-0.7454588	0.8373772	0.5466628	0.6072303	-1.1825995	-0.80961186	---	0.68556046	-0.6258813	0.6131527	0.9134205	0.75366	0.5893179	0.7924594	-0.6373755	-0.81920004	0.73083204	0.7356228	-0.868004	-0.8479496	1.02865	-1.0416092	-0.72239316	0.8442287	-0.7121576	-0.42940244	-0.7906947	-0.71748805	-0.3962039	-0.57313454	0.71003264	0.8752132	0.625894	0.62694436	0.49362564	0.8823298	-0.45095253	-0.8546598	0.9013978	-0.8623329	0.79356456	-0.7138369	-0.59436	-0.7941477	0.63622874	-0.948964	-0.7725239	-0.6391414	0.55788094	0.8242671	0.5140467	0.5087844	-0.91298693	-0.5347906	---	-0.7684337	0.6100244	-0.7722118	0.93561083	-0.83785945	0.82629704	-0.8948955
AHR	-0.44184306	0.515307	-0.41385114	---	---	-0.640187	0.7462451	0.7220811	---	0.51696455	---	0.6503329	0.38188937	---	0.7094473	---	-0.50648683	-0.76386553	-0.5600778	---	-0.44819212	0.48377767	0.82341975	---	---	0.8814044	0.62356913	0.6251458	-0.5219891	-0.8286732	-0.57242656	0.57020026	-0.44585747	0.537382	0.46435982	0.5251446	-0.57307506	---	0.4718601	-0.5618732	---	---	-1.4249228	---	-0.60770136	0.54440016	0.4386129	---	-0.6218682	0.66919076	0.337085	---	---	0.811699	-0.8470717	-1.0110795	0.44841772	---	-0.61939836	0.6944337	0.56928337	-0.56367755	-0.76681155	-0.5942729	0.34255332	---	-0.56843334	0.5429402	-0.9115561	0.64534706	0.44090202	0.6971918	-0.47117516	0.60326785	0.43589738	0.71322995	0.5477863	---	---	-0.7698581	-0.5050348	0.7326466	0.6312146	-0.43514198	---	-0.45836112	-0.37727332	---	0.6679949	---	0.63067544	-0.37472758	---	0.5560595	0.60681134	-0.5319108	0.53763855	-0.49487522	1.0921338	---	---	-0.4998342	0.6104827	-1.2029151	0.5236524	-0.4379293	-0.50310683	0.6314952	0.52325046	0.45268285	-0.85070753	-0.49201542	-0.33007798	-0.6666677	0.41431814	-0.4707599	0.6474324	---	-0.6409227	0.81608737
AHRR	-0.88769156	-0.8325393	---	0.6456032	-0.87133425	-0.65088606	0.7423947	0.68122196	-0.7144965	-0.6217616	-0.7030346	0.9969976	0.5126282	-0.7041084	1.0520127	0.5593638	-0.7146628	-0.7154663	-0.8811187	-0.847066	0.8433953	0.4850985	0.89757997	1.0712041	0.6427446	1.1629716	0.70824176	0.5490251	-0.59849447	-0.9229044	-0.5153889	0.788112	-0.78104347	-0.5460197	0.72859395	0.7838346	0.7549108	-1.0366683	0.60252434	-0.8528965	-0.86514145	-0.4934604	-1.2157837	0.8520642	-0.75962913	-0.55699664	0.57958466	-0.8486997	-0.9678497	0.7467154	-0.7773209	-0.80762154	0.57982653	0.87188864	-1.0351484	-0.91653186	-1.019719	0.5293946	-0.6716647	0.78184336	0.6875479	-0.7802748	-1.0333241	-0.9503141	0.5186028	0.66969097	-0.89117837	0.54211235	-0.70282006	0.69767773	0.57284874	0.97371393	-0.5716404	-0.7575828	-0.6414585	-0.91194797	0.8266406	0.61156803	1.1246616	-0.80622673	-0.79891944	0.6789696	-0.7343684	-0.5828975	-0.9133236	-0.96206844	-0.6338626	0.6271701	0.8951043	0.9916026	0.6964944	0.6372048	0.62231153	0.6519279	-0.6251753	0.7362008	0.58166164	-0.6699626	1.0441691	-0.8847912	0.55014503	0.7028317	0.80331045	-1.2471472	-0.81861734	-0.7642169	-0.7004691	-1.0340571	0.5861116	0.660442	-0.6769745	-0.6619237	0.6927469	-0.7854065	0.582081	0.8512971	0.83010876	-0.7048022	-0.902798	0.6830263
AMH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APC	-0.39599648	-0.7528452	---	-0.60381514	-1.3535192	-0.65721136	0.72426003	0.6842109	-0.61556774	0.5098986	---	-0.6113443	---	-0.9981885	0.81023496	---	-0.4924342	-0.9362958	-0.74401605	-0.758389	---	---	0.82631844	1.1296866	1.0845536	1.014711	0.7105023	0.5320159	---	-0.7362238	-0.6137212	---	1.0914916	-0.4421034	-0.47775063	-0.6509084	-0.5634328	---	---	-0.49095008	-0.50207585	---	-1.5705595	0.55822235	0.7377432	0.7048193	---	---	-0.7575227	0.5687303	0.45903626	---	-0.9574481	1.0166541	-1.0004002	-1.3282619	---	---	-0.8795864	0.70829815	-0.6630656	0.7360815	-0.99258757	-0.82124543	0.41453838	0.6359408	-0.5075678	0.5389211	-1.0155637	0.6271006	0.42104006	0.6328276	-0.5159563	---	---	0.80047977	-0.6843103	---	---	-0.80143267	-0.5750699	0.5600089	---	---	-0.80724204	-0.5242073	---	0.80897367	1.0209924	---	0.38596544	---	-0.8499006	0.46613663	0.4929848	---	---	-0.5705983	1.2340424	---	---	-0.63603777	0.5443773	-1.4550258	-0.6167896	-0.41758248	0.54913425	-0.5500906	0.37971961	---	-0.8308896	-0.40479848	---	-0.7266523	0.41661072	0.63564026	0.76069003	---	0.8724933	0.82432383
