Gene	Preston5	Walton64	K26	K17	Walton10	Walton19	K22	R111	Preston7	Preston24	K34	Walton82	s357	s181	s259	R112	K21	s326	Walton46	Camb2	Walton14	R003	K12	R005	HF2829	K14	K36	Walton50	s279	R113	s309	s123	K30	H043_63R6	Camb4	R095	H043_LNWEGT	s151	Walton63	s402	Leeds28	Walton59	R099	Preston22	R102	R010	R002	AD22	H043_4PGF	R006	HF2934	H043_6F91	R104	H043_D9MRCY	H043_GKS176	R107	s383	H043_ZMHY	K37	Preston27	Camb12	R110	K27	Walton2	Walton3	Preston16	s295	HF3162	R109	Camb8	Leeds105	H043_PWC258	Walton71	AD20	H043_BU96	Leeds106	Preston34	K32	R108	Preston30	R106	Leeds101	H043_W99H5K	Walton8	R009	K16	R007	Camb9	R008	K15	H043_GESMJV	s341	HF2998	Preston10	Preston36	H043_XACH	H043_N7LCPV	Camb7	R101	R001	H043_DSX2	Walton84	Walton67	K20	Walton43	Walton55	H043_XG4KY2	H043_5VWP	Camb10	s245	R100	s139	K06	Walton5	Walton62	Camb13	K24	HF2919	AD23	AD21
ADA2	1.0	1.0	1.0	0.66281307	0.10051221	1.0	1.0	1.0	1.0	1.0	0.32530585	1.0	1.0	0.7424075	1.0	1.0	1.0	1.0	1.0	0.5617718	1.0	1.0	1.0	0.58376735	1.0	0.82598424	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.28090784	1.0	1.0	0.9042608	1.0	0.0037160323	1.0	1.0	1.0	0.39535597	1.0	1.0	0.84134835	1.0	0.09426914	0.495964	1.0	1.0	0.06980271	1.0	1.0	1.0	1.0	0.7612127	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5187449	1.0	1.0	1.0	1.0	1.0	0.487192	1.0	1.0	0.42058083	0.25194126	1.0	1.0	1.0	0.46409583	1.0	0.76208746	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9942849	1.0	1.0	1.0	0.14886685	1.0	0.45093006	0.02599949	0.20108308	1.0	1.0	0.1051433	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.24390571	1.0	1.0
AEBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7430489	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.73663497	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.006869908	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.93578327	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.79087824	1.0	1.0	1.0	0.9641459	1.0	1.0	0.16412729	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6513047	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AFF4	1.0	1.0	0.6944849	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999811	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.64527637	1.0	1.0	1.0	0.8416947	1.0	1.0	1.0	1.0	1.0	0.005824442	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9054472	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8667539	1.0	0.951938	0.18041594	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9523141	1.0	1.0	0.8590431	1.0
AGO1	1.0	1.0	1.0	1.0	1.0	1.0	0.12824747	1.0	1.0	1.0	1.0	1.0	1.0	0.2819186	1.0	1.0	1.0	1.0	1.0	1.0	0.74800354	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5362723	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6312178	1.0	0.0019050264	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.50445724	1.0	1.0	0.56697637	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1480666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AGO2	1.0	1.0	1.0	1.0	0.46645093	1.0	0.19416784	1.0	1.0	1.0	1.0	1.0	1.0	0.58018047	1.0	1.0	1.0	1.0	1.0	0.7001301	0.87941974	1.0	0.9167683	1.0	1.0	1.0	1.0	1.0	1.0	0.36414137	1.0	1.0	0.7446418	1.0	1.0	1.0	0.1572536	0.35002047	1.0	1.0	0.6469708	1.0	0.0017223075	1.0	1.0	1.0	1.0	0.21677732	1.0	1.0	1.0	1.0	1.0	0.4439067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3451538	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.66872066	1.0	1.0	1.0	0.41698018	0.5397322	1.0	1.0	1.0	0.48629245	0.67285836	0.8657515	1.0	0.95617414	0.48223802	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22398159	0.28926474	1.0	1.0	0.5512072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.25839657	1.0	1.0
AHR	1.0	1.0	0.72356284	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7175109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.66661566	1.0	1.0	1.0	0.9713895	1.0	1.0	0.9957372	1.0	1.0	0.007690295	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6947856	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.67813414	1.0	1.0	0.9145459	1.0	1.0	1.0	1.0	0.7298564	1.0	1.0	1.0	0.91546243	1.0	1.0	0.149995	1.0	1.0	1.0	1.0	0.108138785	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.65331185	1.0	1.0	0.94515294	1.0	1.0	0.81725556	1.0
AHRR	1.0	1.0	1.0	1.0	0.57377887	1.0	1.0	1.0	0.9337288	1.0	0.32550338	1.0	1.0	0.7544962	1.0	1.0	1.0	1.0	1.0	0.7060073	1.0	1.0	1.0	0.66669565	1.0	0.8036955	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.15145198	1.0	1.0	0.99802077	0.46778774	0.030632006	1.0	1.0	0.96094453	1.0	0.36814734	1.0	1.0	0.1845447	0.20945172	1.0	1.0	1.0	1.0	0.106887706	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.678938	0.46853057	1.0	1.0	1.0	0.38072178	1.0	1.0	1.0	0.48955843	0.8423357	0.98080087	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.26482257	0.17903066	1.0	1.0	1.0	0.08521933	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.28722095	1.0	1.0
AMH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APC	1.0	1.0	1.0	0.5686712	0.03506763	1.0	1.0	1.0	0.8006807	1.0	1.0	1.0	1.0	0.53842247	1.0	1.0	1.0	1.0	1.0	0.6547353	1.0	1.0	1.0	0.5610819	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9778302	0.6057386	1.0	0.95488757	1.0	1.0	0.8839441	0.5674602	1.0	0.004238422	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4535286	1.0	1.0	0.06571735	1.0	1.0	1.0	1.0	0.66408896	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.89063054	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.15156342	1.0	1.0	1.0	1.0	0.027628457	0.81831425	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
