NAME	TITLE	SCORE	
ENSG00000235297		4.988126	
ENSG00000250061		4.368566	
ENSG00000120278		3.8595636	
ENSG00000189058		3.8515866	
ENSG00000159388		3.2528758	
ENSG00000197497		3.163051	
ENSG00000130513		3.0274022	
ENSG00000106484		2.9573536	
ENSG00000124762		2.8908596	
ENSG00000123965		2.8365493	
ENSG00000280744		2.7929068	
ENSG00000162772		2.7551348	
ENSG00000234009		2.6658497	
ENSG00000026103		2.633124	
ENSG00000143195		2.348992	
ENSG00000175600		2.3309228	
ENSG00000135679		2.2509418	
ENSG00000106366		2.2256598	
ENSG00000161513		2.225204	
ENSG00000136859		2.2078617	
ENSG00000226054		2.1477454	
ENSG00000133134		2.1349082	
ENSG00000113070		2.086869	
ENSG00000223361		1.9831157	
ENSG00000225131		1.9387813	
ENSG00000136531		1.9299374	
ENSG00000175197		1.9274471	
ENSG00000197852		1.9166105	
ENSG00000162643		1.9146701	
ENSG00000282105		1.9136	
ENSG00000237350		1.8967876	
ENSG00000240036		1.8859072	
ENSG00000234975		1.8825787	
ENSG00000080546		1.881298	
ENSG00000164932		1.8501515	
ENSG00000065357		1.82126	
ENSG00000180581		1.8205671	
ENSG00000060138		1.8163723	
ENSG00000240356		1.7920505	
ENSG00000078237		1.7911798	
ENSG00000076641		1.7851757	
ENSG00000047457		1.7478894	
ENSG00000179912		1.7226688	
ENSG00000173947		1.7218128	
ENSG00000134574		1.712513	
ENSG00000048392		1.6910384	
ENSG00000198929		1.6809448	
ENSG00000145819		1.668696	
ENSG00000130766		1.6523068	
ENSG00000239887		1.6426319	
ENSG00000159915		1.6411636	
ENSG00000167992		1.633506	
ENSG00000148219		1.62962	
ENSG00000233230		1.6224397	
ENSG00000111341		1.6141078	
ENSG00000172667		1.6134276	
ENSG00000245468		1.6088694	
ENSG00000135525		1.6069154	
ENSG00000279267		1.6021533	
ENSG00000105327		1.5938683	
ENSG00000164683		1.5907063	
ENSG00000181026		1.5703042	
ENSG00000115129		1.5695689	
ENSG00000170271		1.5484884	
ENSG00000256940		1.5369818	
ENSG00000175741		1.5274286	
ENSG00000233426		1.5253274	
ENSG00000213860		1.515437	
ENSG00000055163		1.503276	
ENSG00000007372		1.5027952	
ENSG00000220842		1.4968009	
ENSG00000186462		1.484579	
ENSG00000112096		1.4792478	
ENSG00000152782		1.4785632	
ENSG00000116717		1.4731315	
ENSG00000232454		1.4725877	
